common_movie_id,overview,translated_overview
64116,"Reidar is a resident at Solihøgda psychiatric institution. He is expecting the Earth to be hit by a huge meteor any time now, but until then he is busy trying to keep his fellow patient, Juni, from killing herself. And it doesn't happen often. But maybe one is allowed to hope. That when the quarks in the ball are correctly aligned with the quarks in the wall that you throw it at, there won't be a collision. But a moment of harmony when everything is balanced. And that moment could be now.","ରିଦାର ସୋଲିହଗଡା ମାନସିକ ରୋଗ ପ୍ରତିଷ୍ଠାନର ବାସିନ୍ଦା | ସେ ଆଶା କରୁଛନ୍ତି ଯେ ପୃଥିବୀ ବର୍ତ୍ତମାନ ଯେକ time ଣସି ସମୟରେ ଏକ ବିରାଟ ପାଣିପାଗ ଦ୍ୱାରା ଆଘାତ ପାଇବ, କିନ୍ତୁ ସେପର୍ଯ୍ୟନ୍ତ ସେ ନିଜ ସାଥୀ ରୋଗୀ ଜୁନିଙ୍କୁ ଆତ୍ମହତ୍ୟା ନକରିବାକୁ ଚେଷ୍ଟା କରିବାରେ ବ୍ୟସ୍ତ ଅଛନ୍ତି। ଏବଂ ଏହା ପ୍ରାୟତ happen ଘଟେ ନାହିଁ | କିନ୍ତୁ ବୋଧହୁଏ ଜଣକୁ ଆଶା କରିବାକୁ ଅନୁମତି ଦିଆଯାଇଛି | ଯେତେବେଳେ ବଲରେ ଥିବା କ୍ୱାର୍କଗୁଡିକ କାନ୍ଥରେ ଥିବା କ୍ୱାର୍କ ସହିତ ସଠିକ୍ ଭାବରେ ସମାନ୍ତରାଳ ହୋଇଯାଏ, ଯାହାକୁ ଆପଣ ଫୋପାଡି ଦିଅନ୍ତି, ସେଠାରେ କ ision ଣସି ଧକ୍କା ହେବ ନାହିଁ | କିନ୍ତୁ ଏକ ସନ୍ତୁଳନର ଏକ ମୁହୂର୍ତ୍ତ ଯେତେବେଳେ ସବୁକିଛି ସନ୍ତୁଳିତ ହୁଏ | ଏବଂ ସେହି ମୁହୂର୍ତ୍ତଟି ବର୍ତ୍ତମାନ ହୋଇପାରେ |"
4599,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!","হেলেন হ্যারিসের একটি গ্ল্যামারাস, বড়-শহরের জীবন নিউ ইয়র্কের অন্যতম জনপ্রিয় মডেলিং এজেন্সির জন্য কাজ করে। কিন্তু হঠাৎ করেই তার স্বাধীনচেতা জীবন উল্টে যায় যখন তাকে অবশ্যই পছন্দের জীবন এবং তার জীবনের নতুন ভালোবাসার মধ্যে বেছে নিতে হবে!"
2447,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.","जन्म की कहानी के इस पुनर्कथन में मैरी और जोसेफ एक धन्य घटना के लिए बेथलेहम की कठिन यात्रा करते हैं। बाइबिल की कहानी का यह सावधानीपूर्वक शोध और दृश्य रूप से शानदार रूपांतरण इस जोड़े को एक छोटे से गांव में उनके आगमन के कठिन रास्ते पर ले जाता है, जहां उन्हें एक शांत चरनी में आश्रय मिलता है और यीशु का जन्म होता है।"
2282,"A portrait of youth in bloom; a tale of one family's dissolution; a reflection upon the danger and the mystery in living.  Sandrine Bonnaire plays Suzanne, a free spirit and the vessel for an almost Brontëan choler. She's 16, and men exist — diverse lovers, an overbearing brother, and the father portrayed by director Maurice Pialat himself in an unforgettable turn that displays the full magnitude of the cinema giant's tenderness, force-of-will, and presence of being.","खिले हुए यौवन का एक चित्र; एक परिवार के विघटन की कहानी; जीवन में खतरे और रहस्य पर एक प्रतिबिंब।  सैंड्रिन बोनेयर ने सुज़ैन की भूमिका निभाई है, जो एक स्वतंत्र आत्मा है और लगभग ब्रोंटेयन कोलेर की पात्र है। वह 16 साल की है, और पुरुष मौजूद हैं - विविध प्रेमी, एक दबंग भाई, और पिता का किरदार खुद निर्देशक मौरिस पियालाट ने एक अविस्मरणीय मोड़ में निभाया है जो सिनेमा के दिग्गज की कोमलता, इच्छा शक्ति और अस्तित्व की उपस्थिति के पूर्ण परिमाण को प्रदर्शित करता है।"
1688,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.","एक भविष्यवादी दुनिया में जिसने वानर दासता को अपना लिया है, दिवंगत सिमियन कॉर्नेलियस और ज़िरा का बेटा सीज़र, अधिकारियों से लगभग बीस वर्षों तक छिपने के बाद सामने आता है, और मानवता के खिलाफ दास विद्रोह की तैयारी करता है।"
1127,"Set in Spain, the story is about friendship and love in the world of prostitution.","स्पेन में स्थापित, कहानी वेश्यावृत्ति की दुनिया में दोस्ती और प्यार के बारे में है।"
1571,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.","जॉन मैकक्लेन वापस आ गया है और पहले से कहीं ज्यादा बुरा है, और इस बार वह होमलैंड सिक्योरिटी के लिए काम कर रहा है। वह अमेरिका के कंप्यूटर बुनियादी ढांचे पर नियंत्रण करने के इरादे वाले इंटरनेट आतंकवादियों के एक समूह को रोकने के लिए एक युवा हैकर की सेवाओं का आह्वान करता है।"
44022,"American arms dealer Kennedy hopes to make a killing by selling to the ""regulares"" in the 1916 Mexican revolution. American mercenary Wilson favors the rebel faction headed by Escobar, and they plot to hijack Kennedy's arms; but Wilson also has his eye on Kennedy's wife. Raids, counter-raids, and escapes follow in a veritable hail of bullets.","ଆମେରିକାର ଅସ୍ତ୍ର ବିକ୍ରେତା କେନେଡି 1916 ମେକ୍ସିକୋ ବିପ୍ଳବରେ ""ନିୟାମକ"" କୁ ବିକ୍ରୟ କରି ହତ୍ୟା କରିବାକୁ ଆଶା କରୁଛନ୍ତି | ଆମେରିକୀୟ ଭିକାରୀ ୱିଲସନ ଏସ୍କୋବରଙ୍କ ନେତୃତ୍ୱରେ ବିଦ୍ରୋହୀ ଦଳକୁ ସମର୍ଥନ କରନ୍ତି ଏବଂ ସେମାନେ କେନେଡିଙ୍କ ବାହୁ ଅପହରଣ କରିବାକୁ ଷଡଯନ୍ତ୍ର କରିଥିଲେ; କିନ୍ତୁ ୱିଲସନ କେନେଡିଙ୍କ ପତ୍ନୀଙ୍କ ଉପରେ ମଧ୍ୟ ନଜର ରଖିଛନ୍ତି। ଚ ids ଼ାଉ, କାଉଣ୍ଟର-ରେଡ୍, ଏବଂ ପଳାୟନ ଏକ ଗୁଳିର ଅନୁସରଣ କରେ |"
1580,"Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.","दो युवक अपने ""कमजोर"" सहपाठी का गला घोंट देते हैं, उसके शव को अपने अपार्टमेंट में छिपा देते हैं, और अपने अपराध की ""पूर्णता"" को चुनौती देने के साधन के रूप में उसके दोस्तों और परिवार को डिनर पार्टी में आमंत्रित करते हैं।"
2357,"An actor who is considering the role of a supermarket manager arrives at a grocery store on the outskirts of Los Angeles to do some field research. He subsequently becomes stranded, without a car or cell phone, and accepts a ride home with Scarlet, a cashier who is about to interview for a new job. The actor rediscovers the essence of his craft while helping Scarlet gain the confidence she needs to change her life.","एक अभिनेता जो एक सुपरमार्केट मैनेजर की भूमिका पर विचार कर रहा है, कुछ क्षेत्रीय शोध करने के लिए लॉस एंजिल्स के बाहरी इलाके में एक किराने की दुकान पर पहुंचता है। बाद में वह कार या सेल फोन के बिना असहाय हो जाता है, और एक कैशियर स्कारलेट के साथ घर जाना स्वीकार करता है, जो एक नई नौकरी के लिए साक्षात्कार देने वाला है। अभिनेता ने स्कार्लेट को अपना जीवन बदलने के लिए आवश्यक आत्मविश्वास हासिल करने में मदद करते हुए अपनी कला के सार को फिर से खोजा।"
27865,"Monsanto is the world leader in genetically modified organisms (GMOs), as well as one of the most controversial corporations in industrial history. This century-old empire has created some of the most toxic products ever sold, including polychlorinated biphenyls (PCBs) and the herbicide Agent Orange. Based on a painstaking investigation, The World According to Monsanto puts together the pieces of the company’s history, calling on hitherto unpublished documents and numerous first-hand accounts.","মনসান্টো জিনগতভাবে পরিবর্তিত জীবের (GMOs) বিশ্বনেতা, সেইসাথে শিল্প ইতিহাসের অন্যতম বিতর্কিত কর্পোরেশন। এই শতাব্দী প্রাচীন সাম্রাজ্য পলিক্লোরিনেটেড বাইফেনাইল (PCBs) এবং হার্বিসাইড এজেন্ট কমলা সহ বিক্রি হওয়া সবচেয়ে বিষাক্ত কিছু পণ্য তৈরি করেছে। একটি শ্রমসাধ্য তদন্তের ভিত্তিতে, দ্য ওয়ার্ল্ড অ্যাকর্ডন টু মনসান্টো কোম্পানির ইতিহাসের টুকরোগুলিকে একত্রিত করে, এখন পর্যন্ত অপ্রকাশিত নথি এবং অসংখ্য প্রথম-হ্যান্ড অ্যাকাউন্টের আহ্বান জানিয়েছে।"
1660,"Various experiences of childhood are seen in several sequences that take place in the small town of Thiers, France. Vignettes include a boy's awakening interest in girls, couples double-dating at the movies, brothers giving their friend a haircut, a boy dealing with an abusive home life, a baby and a cat sitting by an open window, a child telling a dirty joke, and a boy who develops a crush on his friend's mother.","फ़्रांस के छोटे से शहर थिएर्स में घटित कई दृश्यों में बचपन के विभिन्न अनुभव देखने को मिलते हैं। विगनेट्स में एक लड़के की लड़कियों के प्रति जागृत रुचि, फिल्मों में डबल-डेटिंग करते जोड़े, भाई अपने दोस्त को बाल कटवाते हैं, एक लड़का अपमानजनक घरेलू जीवन से जूझ रहा है, एक बच्चा और एक खुली खिड़की के पास बैठी बिल्ली, एक बच्चा एक गंदा चुटकुला सुना रहा है, और एक लड़का जो अपने दोस्त की माँ पर क्रश विकसित करता है।"
84116,"Life in the small town of Grandview, Illinois is one that is just like any other city or town. Tim Pearson, soon to be graduating high school wants to go to Florida to study oceanography. He meets Michelle ""Mike"" Cody and is attracted to her. She runs the local Demolition Derby place. Ernie ""Slam"" Webster is on of the drivers in the derby who's wife is cheating on him and wants to later on be with Mike. Tim falls for Mike and a big love triangle is about to happen.","ଗ୍ରାଣ୍ଡଭ୍ୟୁ, ଇଲିନୋଇସର ଛୋଟ ସହରରେ ଜୀବନ ଅନ୍ୟ ଏକ ସହର କିମ୍ବା ସହର ପରି | ହାଇସ୍କୁଲ ସ୍ନାତକ ହେବାକୁ ଥିବା ଟିମ୍ ପିଆରସନ୍ ଫ୍ଲୋରିଡା ଯାଇ ମହାସାଗରୀୟ ଅଧ୍ୟୟନ କରିବାକୁ ଚାହୁଁଛନ୍ତି | ସେ ମିସେଲ ""ମାଇକ"" କୋଡିଙ୍କୁ ଭେଟି ତାଙ୍କ ପ୍ରତି ଆକର୍ଷିତ ହୋଇଥିଲେ | ସେ ସ୍ଥାନୀୟ ଡେମୋଲିସନ୍ ଡର୍ବି ସ୍ଥାନ ପରିଚାଳନା କରନ୍ତି | ଡର୍ବିରେ ଥିବା ଡ୍ରାଇଭରମାନଙ୍କ ଉପରେ ଏର୍ନି ""ସ୍ଲାମ୍"" ଓ୍ବେଷ୍ଟର୍ ଅଛନ୍ତି, ଯିଏକି ତାଙ୍କ ପତ୍ନୀ ତାଙ୍କୁ ପ୍ରତାରଣା କରୁଛନ୍ତି ଏବଂ ପରେ ମାଇକ୍ ସହିତ ରହିବାକୁ ଚାହୁଁଛନ୍ତି | ମାଇକ୍ ପାଇଁ ଟିମ୍ ପଡେ ଏବଂ ଏକ ବଡ ପ୍ରେମ ତ୍ରିରଙ୍ଗା ଘଟିବାକୁ ଯାଉଛି |"
79073,"A quivering voice begs to screenwriter, Joel Brandt, to pick up the phone on a message from his answering machine. Thinking it a prank, Joel deletes the message. The caller is found dead. Another caller leaves Joel a message; there is another murder...then another...then another. The killer has Joel's attention, and Joel has the attention of the police. Now the prime suspect in a series of murders, Joel discovers this psychotic killer has targeted him for a reason found within his body of work. Will Joel be able to re-write his ending, or be forced to pay the ultimate price?","ସ୍କ୍ରିନ୍ ରାଇଟର୍ ଜୋଏଲ୍ ବ୍ରାଣ୍ଡ୍ଟଙ୍କୁ ତାଙ୍କ ଉତ୍ତର ଯନ୍ତ୍ରରୁ ଏକ ବାର୍ତ୍ତାରେ ଫୋନ୍ ଉଠାଇବାକୁ ଏକ କମ୍ପିତ ସ୍ୱର ଅନୁରୋଧ କରେ | ଏହାକୁ ଏକ ଉପହାସ ବୋଲି ଭାବି ଜୋଏଲ୍ ବାର୍ତ୍ତା ବିଲୋପ କରନ୍ତି | କଲର୍ ମୃତ ବୋଲି ଜଣାପଡିଛି | ଅନ୍ୟ ଜଣେ ଡାକରା ଜୁଏଲଙ୍କୁ ଏକ ବାର୍ତ୍ତା ଛାଡିଥାଏ; ଆଉ ଏକ ହତ୍ୟା ଅଛି ... ତାପରେ ଅନ୍ୟ ... ତାପରେ ଆଉ ଏକ ହତ୍ୟା | ହତ୍ୟାକାରୀ ଜୁଏଲଙ୍କ ଦୃଷ୍ଟି ଆକର୍ଷଣ କରିଛି ଏବଂ ଜୁଏଲ ପୋଲିସର ଦୃଷ୍ଟି ରଖିଛନ୍ତି। ବର୍ତ୍ତମାନ ଅନେକ ହତ୍ୟାକାଣ୍ଡର ମୁଖ୍ୟ ସନ୍ଦିଗ୍ଧ, ଜୁଏଲ ଆବିଷ୍କାର କରିଛନ୍ତି ଯେ ଏହି ସାଇକୋଟିକ୍ ହତ୍ୟାକାରୀ ତାଙ୍କ ଶରୀରରେ କ reason ଣସି କାରଣରୁ ତାଙ୍କୁ ଟାର୍ଗେଟ କରିଛନ୍ତି | ଜୁଏଲ ତାଙ୍କର ସମାପ୍ତିକୁ ପୁନ write ଲେଖିବାକୁ ସକ୍ଷମ ହେବେ ନା ଚରମ ମୂଲ୍ୟ ଦେବାକୁ ବାଧ୍ୟ ହେବେ?"
3040,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage","सामान्य मनुष्यों में विभिन्न अलौकिक शक्तियों वाले ""अन्य"" रहते हैं। वे प्रकाश की ताकतों और अंधेरे की ताकतों में विभाजित हैं, जिन्होंने कई शताब्दियों पहले एक विनाशकारी लड़ाई को समाप्त करने के लिए संघर्ष विराम पर हस्ताक्षर किए थे। तब से, प्रकाश की शक्तियां दिन पर शासन करती हैं जबकि रात उनके अंधेरे विरोधियों की होती है। आधुनिक मॉस्को में अंधेरे में अन्य लोग वास्तव में पिशाच के रूप में रात में घूमते हैं, जबकि प्रकाश बलों का एक ""नाइट वॉच"", उनमें से एंटोन, फिल्म का नायक, उन्हें नियंत्रित करने और उनके आक्रोश को सीमित करने की कोशिश करता है"
438,Cube Zero is the third film in the trilogy yet this time instead of a film about people trapped in a deadly cube trying to get out we see it from the eyes of someone who is controlling the cube and the torture of the victims inside. When the nerd can’t stand to see a woman suffer he himself enters the cube to try and save her.,"क्यूब ज़ीरो त्रयी में तीसरी फिल्म है, लेकिन इस बार एक घातक क्यूब में फंसे लोगों के बाहर निकलने की कोशिश करने वाली फिल्म के बजाय हम इसे किसी ऐसे व्यक्ति की आंखों से देखते हैं जो क्यूब को नियंत्रित कर रहा है और अंदर पीड़ितों की यातना को नियंत्रित कर रहा है। जब बेवकूफ एक महिला को पीड़ित होते हुए नहीं देख पाता तो वह उसे बचाने की कोशिश करने के लिए खुद ही क्यूब में घुस जाता है।"
31251,"Six sexy women, and a teenage girl, devastate a right-wing militia before doing battle with ruthless drug pushers.",Six ଜଣ ସେକ୍ସି ମହିଳା ଏବଂ ଜଣେ ନାବାଳିକା ନିର୍ଦ୍ଦୟ ଡ୍ରଗ୍ସ ଠାବକାରୀଙ୍କ ସହ ଯୁଦ୍ଧ କରିବା ପୂର୍ବରୁ ଏକ ଡାହାଣପଟ ମିଲିସିଆକୁ ବିନାଶ କରିଥିଲେ।
1894,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.","नब्बू के आक्रमण के दस साल बाद, आकाशगंगा गृहयुद्ध के कगार पर है। काउंट डुकू नाम के एक पाखण्डी जेडी के नेतृत्व में, हजारों सौर मंडल गैलेक्टिक गणराज्य से अलग होने की धमकी देते हैं। जब नाबू की पूर्व रानी, ​​सीनेटर पद्मे अमिडाला पर हत्या का प्रयास किया जाता है, तो बीस वर्षीय जेडी प्रशिक्षु अनाकिन स्काईवॉकर को उसकी रक्षा करने के लिए नियुक्त किया जाता है। अपने मिशन के दौरान, अनाकिन को पद्मे के प्रति अपने प्यार के साथ-साथ अपने स्याह पक्ष का भी पता चलता है। जल्द ही, अनाकिन, पद्मे और ओबी-वान केनोबी अलगाववादी आंदोलन और क्लोन युद्धों की शुरुआत के केंद्र में आ गए।"
1653,"""The Motorcycle Diaries"" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s.","""द मोटरसाइकिल डायरीज़"" क्यूबा क्रांति के नेता चे ग्वेरा की पत्रिकाओं पर आधारित है। अपने संस्मरणों में, ग्वेरा ने 1950 के दशक की शुरुआत में मोटरसाइकिल से दक्षिण अमेरिका पार करते समय अपने और अपने सबसे अच्छे दोस्त अल्बर्टो ग्रेनाडो के साहसिक अनुभवों का जिक्र किया है।"
4486,A group of actors putting on an interpretive Passion Play in Montreal begin to experience a meshing of their characters and their private lives as the production takes form against the growing opposition of the Catholic church.,ক্যাথলিক চার্চের ক্রমবর্ধমান বিরোধিতার বিরুদ্ধে প্রযোজনা রূপ নেওয়ার সাথে সাথে মন্ট্রিলে একটি ব্যাখ্যামূলক প্যাশন প্লেতে অভিনয়কারী একদল অভিনেতা তাদের চরিত্র এবং তাদের ব্যক্তিগত জীবনের মেশিং অনুভব করতে শুরু করে।
7445,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.","আফগানিস্তানে তার চতুর্থ দায়িত্ব সফরের সময় যখন তার হেলিকপ্টারটি নিচে পড়ে, তখন মেরিন স্যাম কাহিলকে মৃত বলে ধরে নেওয়া হয়। বাড়িতে ফিরে, ভাই টমি স্যামের স্ত্রী, গ্রেস এবং দুটি সন্তানের দিকে নজর দেওয়ার জন্য পদক্ষেপ নেন। স্যামের আশ্চর্যজনক স্বদেশ প্রত্যাবর্তন ঘরোয়া তাণ্ডব শুরু করে।"
5548,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.","একটি সহিংস, কাছাকাছি-অপক্যালিপ্টিক ডেট্রয়েটে, দুষ্ট কর্পোরেশন ওমনি কনজিউমার প্রোডাক্টস পুলিশ বাহিনীকে বেসরকারীকরণ করার জন্য সিটি সরকারের কাছ থেকে একটি চুক্তি জিতেছে। তাদের অপরাধ নির্মূলকারী সাইবোর্গ পরীক্ষা করার জন্য, কোম্পানি রাস্তার কপ অ্যালেক্স মারফিকে ক্রাইম লর্ড বোডিকারের সাথে একটি সশস্ত্র সংঘর্ষের দিকে নিয়ে যায় যাতে তারা তাদের অ-পরীক্ষিত রোবোকপ প্রোটোটাইপকে সমর্থন করার জন্য তার শরীর ব্যবহার করতে পারে। কিন্তু যখন রোবোকপ কোম্পানির ঘৃণ্য পরিকল্পনার কথা জানতে পারে, তখন সে তার প্রভুদেরকে চালু করে।"
996,"Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.","बिना सोचे-समझे मिस्टर डिट्रिचसन के दुर्घटनाग्रस्त होने की संभावना तब और बढ़ जाती है, जब उनकी चतुर गणना करने वाली पत्नी उन्हें एक चिकनी-चुपड़ी बात करने वाले बीमा एजेंट द्वारा प्रस्तावित दोहरी क्षतिपूर्ति पॉलिसी पर हस्ताक्षर करने के लिए प्रोत्साहित करती है। विशिष्ट कैलिफ़ोर्निया सेटिंग की पृष्ठभूमि में, अपराध में भागीदार बीमा इकट्ठा करने के लिए सटीक हत्या की योजना बनाते हैं। तब तक बिल्कुल सही जब तक दावा प्रबंधक को बेईमानी की परिचित भावना न हो जाए और वह मामले को लगातार आगे बढ़ाता रहे।"
5174,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.","অ্যাম্বাসেডর হানকে হত্যার চেষ্টার পর, ইন্সপেক্টর লি এবং গোয়েন্দা কার্টার আবার অ্যাকশনে ফিরে এসেছেন যখন তারা প্যারিসের দিকে রওনা হলেন একজন ফরাসি মহিলাকে ট্রায়াডসের গোপন নেতাদের সম্পর্কে জ্ঞান দিয়ে রক্ষা করতে। লি জাতিসংঘের একটি কর্তৃপক্ষের সাথে গোপন বৈঠকও করে, কিন্তু কেনজি নামে একজন চীনা অপরাধী মাস্টারমাইন্ডের সাথে তার ব্যক্তিগত লড়াই, যা প্রকাশ করে যে এটি লি'র দীর্ঘদিনের হারিয়ে যাওয়া... ভাই।"
8933,"Odd Horton is dependable and contained: he's a train driver retiring after 40 years of service, living a simple life. His idea of adventure is to fly from one city in Norway to another. Starting on the night of his retirement dinner, Odd has a series of dislocating experiences: a boy insists that Odd sit by his bedside while he falls asleep; misadventure causes Odd to miss his last run; he witnesses an arrest; he assists an old man and makes a friend; he takes a trip with a blindfolded driver; he adopts a dog; he takes stock late one night at the roundhouse; he revisits his mother's disappointment in him. How should he live the rest of his life?","অড হর্টন নির্ভরযোগ্য এবং রয়েছে: তিনি একজন ট্রেন চালক যিনি 40 বছরের চাকরির পরে অবসর নিচ্ছেন, একটি সাধারণ জীবনযাপন করছেন। তার অ্যাডভেঞ্চারের ধারণা নরওয়ের এক শহর থেকে অন্য শহরে উড়ে যাওয়া। তার অবসরের রাতের খাবারের রাত থেকে শুরু করে, ওডের একাধিক স্থানচ্যুত অভিজ্ঞতা রয়েছে: একটি ছেলে জোর দিয়ে বলে যে ওড ঘুমিয়ে পড়ার সময় তার বিছানার পাশে বসে থাকে; দুঃসাহসিকতার কারণে ওড তার শেষ রান মিস করে; তিনি একটি গ্রেপ্তার সাক্ষী; তিনি একজন বৃদ্ধ লোককে সাহায্য করেন এবং একজন বন্ধু তৈরি করেন; তিনি চোখ বেঁধে ড্রাইভারের সাথে ভ্রমণ করেন; তিনি একটি কুকুর দত্তক নেন; রাউন্ডহাউসে এক রাতে সে স্টক নেয়; তিনি তার মায়ের হতাশা পুনরায় দেখেন। তার বাকি জীবন কিভাবে কাটাতে হবে?"
56171,"A fanatical animal rights activist (Debbie Gibson) releases giant pythons into the Everglades, believing the wild animals should be set free. When they start decimating the native animal population, an over-zealous park ranger (Tiffany) feeds experimental steroids to wild alligators so they can fight back. The giant pythons and gargantuan alligators go on a killing spree, and it is now left up to the two feuding women to put aside their differences to put a stop to the creatures and the destruction.","ଜଣେ ପ୍ରଶଂସକ ପ୍ରାଣୀ ଅଧିକାର କର୍ମୀ (ଡେବି ଗିବସନ୍) ବଣୁଆ ଜନ୍ତୁମାନଙ୍କୁ ମୁକ୍ତ କରାଯିବା ଉଚିତ ବୋଲି ବିଶ୍ belie ାସ କରି ଏଭରଗ୍ଲେଡ୍ସରେ ବିଶାଳ ପାଇଥନ୍ ମୁକ୍ତ କରିଥିଲେ। ଯେତେବେଳେ ସେମାନେ ଦେଶୀ ପ୍ରାଣୀ ଜନସଂଖ୍ୟା ହ୍ରାସ କରିବା ଆରମ୍ଭ କରନ୍ତି, ଏକ ଅତ୍ୟଧିକ ଉତ୍ସାହୀ ପାର୍କ ରେଞ୍ଜର (ଟିଫାନି) ବନ୍ୟ ଆଲିଗେଟରମାନଙ୍କୁ ପରୀକ୍ଷାମୂଳକ ଷ୍ଟେରଏଡ୍ ଖାଇବାକୁ ଦିଅନ୍ତି ଯାହା ଦ୍ back ାରା ସେମାନେ ପୁନର୍ବାର ଯୁଦ୍ଧ କରିପାରିବେ। ବିଶାଳ ପାଇଥନ୍ ଏବଂ ଗାର୍ଗାଣ୍ଟୁଆନ୍ ଆଲିଗେଟର୍ମାନେ ଏକ ହତ୍ୟାକାଣ୍ଡ ଘଟାଉଛନ୍ତି, ଏବଂ ବର୍ତ୍ତମାନ ଦୁଇ ud ଗଡା କରୁଥିବା ମହିଳାଙ୍କୁ ଜୀବ ଏବଂ ବିନାଶକୁ ବନ୍ଦ କରିବା ପାଇଁ ସେମାନଙ୍କ ମତଭେଦକୁ ଛାଡି ଦିଆଯାଇଛି |"
708,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,"जेम्स बॉन्ड एक रूसी जनरल को पश्चिम में भागने में मदद करता है। उसे जल्द ही पता चला कि केजीबी जनरल की मदद करने के लिए उसे मारना चाहता है। थोड़ी देर बाद जनरल को सीक्रेट सर्विस से अपहरण कर लिया जाता है, जिससे 007 को संदेह हो जाता है।"
850,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.","राल्फ़ नाम के एक युवा लड़के की हास्यपूर्ण दुर्घटनाएँ और रोमांच, जो अपने माता-पिता, शिक्षकों और सांता को यह समझाने की कोशिश कर रहा है कि रेड राइडर बी.बी. बंदूक वास्तव में 1940 के दशक के लिए एकदम सही क्रिसमस उपहार है।"
