common_movie_id,overview,translated_overview
2371,"Documents reveal in 1980 that the Germans planned to kill the Big Three in Teheran in 1943.This story starts in 1980 in Paris as the memories of Andrei Borodin (Igor Kostolevsky), a Soviet agent, take the action back to 1943 during the Teheran meetings of Stalin, Roosevelt and Churchill. A high-ranking Nazi officer developed a plan to assassinate the three world leaders in order to undermine the Allied forces. He commissioned the German agent Max Richard (Armen Dzhigarkhanian) to carry out his plan, but it failed miserably due to the quick action and thinking of Andrei. While in Teheran, Andrei met a French woman, Marie Louni (Natalia Belokhvostikova), living in the city and they had a brief but intense affair. Nearly four decades later, the Nazi officer has been captured - but not for long. Freed by terrorists, the officer is hunting down the German agent who failed to carry out the planned assassinations. Max lives at Françoise (Claude Jade), a young French woman, who hides him.","1980 में दस्तावेज़ों से पता चलता है कि जर्मनों ने 1943 में तेहरान में बिग थ्री को मारने की योजना बनाई थी। यह कहानी 1980 में पेरिस में शुरू होती है जब एक सोवियत एजेंट आंद्रेई बोरोडिन (इगोर कोस्टोलेव्स्की) की यादें 1943 में स्टालिन, रूजवेल्ट और चर्चिल की तेहरान बैठकों के दौरान कार्रवाई को वापस ले जाती हैं। एक उच्च पदस्थ नाजी अधिकारी ने मित्र देशों की सेना को कमजोर करने के लिए तीन विश्व नेताओं की हत्या की योजना बनाई। उन्होंने अपनी योजना को अंजाम देने के लिए जर्मन एजेंट मैक्स रिचर्ड (आर्मेन द्घिघार्खानियन) को नियुक्त किया, लेकिन आंद्रेई की त्वरित कार्रवाई और सोच के कारण यह बुरी तरह विफल हो गया। तेहरान में रहते हुए, आंद्रेई की मुलाकात शहर में रहने वाली एक फ्रांसीसी महिला, मैरी लूनी (नतालिया बेलोखवोस्तिकोवा) से हुई और उनके बीच एक संक्षिप्त लेकिन गहन संबंध था। लगभग चार दशक बाद, नाजी अधिकारी को पकड़ लिया गया है - लेकिन लंबे समय तक नहीं। आतंकवादियों द्वारा मुक्त किया गया, अधिकारी उस जर्मन एजेंट की तलाश कर रहा है जो योजनाबद्ध हत्याओं को अंजाम देने में विफल रहा। मैक्स एक युवा फ्रांसीसी महिला फ्रांकोइस (क्लाउड जेड) के यहां रहता है, जो उसे छुपाती है।"
2310,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.","छठी शताब्दी का स्कैंडिनेवियाई योद्धा, बियोवुल्फ़, कैन के वंशज, मनुष्य जैसे राक्षस ग्रेंडेल को मारने के मिशन पर निकलता है।"
858,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,एक युवा लड़का जो अपनी माँ की मृत्यु के बाद अपने पिता को डेट पर ले जाने की कोशिश करता है। वह अपने पिता के अकेलेपन के बारे में बात करने के लिए एक रेडियो स्टेशन में फोन करता है जिसके बाद जल्द ही उसके पिता की मुलाकात एक पत्रकार एनी से होती है जो लड़के और उसके पिता के बारे में एक कहानी लिखने के लिए सिएटल जाती है। फिर भी एनी इस लोकप्रिय रोमांटिक कॉमेडी में एक कहानी से कहीं अधिक के साथ समाप्त होती है।
1253,"Set in a blighted, inner-city neighbourhood of London, Breaking and Entering examines an affair which unfolds between a successful British landscape architect and Amira, a Bosnian woman – the mother of a troubled teen son – who was widowed by the war in Bosnia and Herzegovina.","लंदन के एक भयभीत, अंदरूनी शहर के पड़ोस में स्थापित, ब्रेकिंग एंड एंटरिंग एक सफल ब्रिटिश लैंडस्केप आर्किटेक्ट और अमीरा, एक बोस्नियाई महिला - एक परेशान किशोर बेटे की मां - जो बोस्निया और हर्जेगोविना में युद्ध के कारण विधवा हो गई थी, के बीच एक संबंध की जांच करती है।"
45221,"C'est une histoire d'amour banale présentée comme un match de foot ordinaire. Ce sont donc Thierry Roland et Jean-Michel Larqué qui commentent, avec leurs mots (d'amour) et leurs noms (d'oiseaux), la première année de vie en couple de Delphine et Yvan, filmés pas à pas, dans leurs ébats et leurs éclats.","ଏହା ଏକ ସାଧାରଣ ଫୁଟବଲ୍ ମ୍ୟାଚ୍ ପରି ଉପସ୍ଥାପିତ ଏକ ବ୍ୟାନ୍ ପ୍ରେମ କାହାଣୀ | ତେଣୁ ଥିଏରି ରୋଲାଣ୍ଡ ଏବଂ ଜାନ-ମିସେଲ ଲାର୍କେ ମନ୍ତବ୍ୟ ଦିଅନ୍ତି, ସେମାନଙ୍କ ଶବ୍ଦ (ପ୍ରେମ) ଏବଂ ସେମାନଙ୍କ ନାମ (ପକ୍ଷୀମାନଙ୍କ), ଡେଲଫାଇନ୍ ଏବଂ ୟଭାନ୍ଙ୍କ ଜୀବନର ପ୍ରଥମ ବର୍ଷ, ସେମାନଙ୍କ ଆଣ୍ଟିକ୍ସରେ ଏବଂ ସେମାନଙ୍କ ବାହାଘରରେ ଚିତ୍ରିତ |"
4955,"After the death of her parents young girl Manuela von Meinhardis is sent to a boarding school where Prussian drill rules the education. Desperately seeking love and warmth in Manuela's heart special emotions for the only human lady teacher, Fraeulein von Bernburg, start growing. Manuela falls in love with her. It's just a matter of time until that forbidden love becomes known what immediately leads to disaster. Though Elisabeth von Bernburg has never returned the love she is forced to leave the school; Manuela gets a severe punishment, like someone who has committed a crime.","তার বাবা-মায়ের মৃত্যুর পর তরুণী ম্যানুয়েলা ভন মেইনহার্ডিসকে একটি বোর্ডিং স্কুলে পাঠানো হয় যেখানে প্রুশিয়ান ড্রিল শিক্ষার নিয়ম করে। ম্যানুয়েলার হৃদয়ে মরিয়াভাবে ভালবাসা এবং উষ্ণতা চাওয়া একমাত্র মানব মহিলা শিক্ষক, ফ্রেউলিন ভন বার্নবার্গের জন্য বিশেষ আবেগগুলি বাড়তে শুরু করে। ম্যানুয়েলা তার প্রেমে পড়ে। নিষিদ্ধ প্রেম অবিলম্বে বিপর্যয়ের দিকে নিয়ে যায় তা জানা না হওয়া পর্যন্ত এটি কেবল সময়ের ব্যাপার। যদিও এলিজাবেথ ভন বার্নবার্গ কখনোই সেই ভালোবাসা ফিরিয়ে দেননি যেটা তাকে স্কুল ছেড়ে যেতে বাধ্য করা হয়েছিল; ম্যানুয়েলা একটি কঠিন শাস্তি পায়, যেমন একজন অপরাধ করেছে।"
2079,"The tailor's handyman (Chaplin) burns a count's trousers while ironing them and is fired. His superior discovers a note explaining the count can't attend a party, and dresses up like one to take his place. Chaplin also goes to the residence hosting the party, but runs into the tailor. They both then struggle to win the fair maiden, Miss Moneybags. Soon, Charlie is distracted by a gypsy girl and the tailor must fend off other suitors. The real Count finally arrives, learns of the imposters and calls the police.","दर्जी का नौकर (चैपलिन) इस्त्री करते समय एक गिनती के पतलून को जला देता है और उसे नौकरी से निकाल दिया जाता है। उसके वरिष्ठ को एक नोट मिलता है जिसमें बताया गया है कि काउंट किसी पार्टी में शामिल नहीं हो सकता है, और उसकी जगह लेने के लिए वह किसी की तरह तैयार हो जाता है। चैपलिन भी पार्टी की मेजबानी करने वाले आवास पर जाते हैं, लेकिन दर्जी से टकरा जाते हैं। फिर वे दोनों सुंदर युवती, मिस मनीबैग्स को जीतने के लिए संघर्ष करते हैं। जल्द ही, चार्ली का ध्यान एक जिप्सी लड़की से भटक जाता है और दर्जी को अन्य प्रेमी-प्रेमिकाओं से बचना होगा। आख़िरकार असली काउंट आता है, उसे धोखेबाजों के बारे में पता चलता है और पुलिस को बुलाता है।"
6947,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.","যখন একজন স্বেচ্ছাকৃত যুবক তার বিচ্ছিন্ন পেনসিলভানিয়া গ্রামের বাইরে উদ্যোগী হওয়ার চেষ্টা করে, তখন তার ক্রিয়াকলাপগুলি হিমশীতল ঘটনার একটি শৃঙ্খল তৈরি করে যা সম্প্রদায়কে চিরতরে পরিবর্তন করবে।"
2444,"Jota is about to commit suicide. As he fighting against himself, trying to jump off a bridge, a girl riding a motorcycle falls off the bridge. He runs to help her, and goes with her to the hospital. She has forgotten even what her name is, and he invents her life. He makes up a name for her and tells her and the doctors that they live together as a couple for four years. The lie goes on for a while..","जोटा आत्महत्या करने वाला है। जैसे ही वह अपने आप से लड़ते हुए पुल से कूदने की कोशिश करता है, मोटरसाइकिल पर सवार एक लड़की पुल से गिर जाती है। वह उसकी मदद करने के लिए दौड़ता है, और उसके साथ अस्पताल जाता है। वह यह भी भूल गई है कि उसका नाम क्या है, और वह उसके जीवन का आविष्कार करता है। वह उसके लिए एक नाम बनाता है और उसे और डॉक्टरों को बताता है कि वे चार साल तक एक जोड़े के रूप में एक साथ रहते हैं। झूठ कुछ देर चलता है.."
69784,"After seizing an English ship, buccaneer captain Anne Providence spares Pierre LaRochelle from walking the plank - as he's in irons he is presumably no friend of England. He signs on as a pirate and she is increasingly drawn to him, a feeling that seems to be reciprocated. When fearsome Captain Blackbeard, her teacher in the ways of pirating, sets eyes on LaRochelle he recalls him as a French navy officer. Anne sticks by her man but the truth, when it is uncovered, is even more painful.","ଏକ ଇଂରାଜୀ ଜାହାଜ ଜବତ କରିବା ପରେ, ବୁକାନେର୍ ଅଧିନାୟକ ଆନ୍ ପ୍ରୋଭିଡେନ୍ସ ପିଆର ଲାରୋଚେଲଙ୍କୁ ପଙ୍କ ଚାଲିବା ଠାରୁ ରକ୍ଷା କରିଥିଲେ - ଯେହେତୁ ସେ ଆଇରନ୍ରେ ଥିଲେ ସେ ସମ୍ଭବତ England ଇଂଲଣ୍ଡର ବନ୍ଧୁ ନୁହଁନ୍ତି | ସେ ଏକ ଡକାୟତି ଭାବରେ ସାଇନ୍ କରନ୍ତି ଏବଂ ସେ ତାଙ୍କ ପ୍ରତି ଅଧିକ ଆକର୍ଷିତ ହୁଅନ୍ତି, ଏକ ଅନୁଭବ ଯାହା ପ୍ରତିକ୍ରିୟାଶୀଳ ମନେହୁଏ | ଯେତେବେଳେ ଭୟଭୀତ କ୍ୟାପଟେନ୍ ବ୍ଲାକ୍ବେର୍ଡ, ତାଙ୍କ ଶିକ୍ଷକ ଡକାୟତି ଉପାୟରେ ଲାରୋଚେଲଙ୍କ ଉପରେ ନଜର ପକାଇଲେ, ସେ ତାଙ୍କୁ ଫ୍ରାନ୍ସର ନ y ସେନା ଅଧିକାରୀ ଭାବରେ ମନେ ପକାଇଲେ | ଆନ୍ ତାଙ୍କ ପୁରୁଷଙ୍କ ଦ୍ୱାରା ବାଡ଼ି ଲଗାନ୍ତି କିନ୍ତୁ ସତ୍ୟ, ଯେତେବେଳେ ଏହା ଆବିଷ୍କୃତ ହୁଏ, ତାହା ଆହୁରି ଯନ୍ତ୍ରଣାଦାୟକ ଅଟେ |"
183,"Corey (Fred Savage) refuses to let his emotionally disturbed younger brother Jimmy (Luke Edwards) be institutionalized, and the two run away together. They soon join forces with a resourceful girl (Jenny Lewis), who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter, the trio head for a climactic showdown at the national video game championships in California.","कोरी (फ्रेड सैवेज) ने भावनात्मक रूप से परेशान अपने छोटे भाई जिमी (ल्यूक एडवर्ड्स) को संस्थागत रूप देने से इंकार कर दिया और दोनों एक साथ भाग गए। वे जल्द ही एक साधन संपन्न लड़की (जेनी लुईस) के साथ जुड़ जाते हैं, जो देखती है कि जिमी में एक विशेष प्रतिभा है: वह वीडियो गेम में एक ""जादूगर"" है और वह जो कुछ भी खेलता है उसमें उच्च अंक प्राप्त कर सकता है। अपने माता-पिता और एक भयावह इनाम शिकारी से बचते हुए, तीनों कैलिफोर्निया में राष्ट्रीय वीडियो गेम चैंपियनशिप में एक चरम मुकाबले के लिए जाते हैं।"
1567,The Butcher (known from Noe's short film Carne) has done some time in jail after beating up the guy who tried to seduce his teenage mentally-handicapped daughter. Now he wants to start a new life. He leaves his daughter in an institution and moves to Lille suburbs with his mistress. She promised him a new butcher shop. She lied. The butcher decides to go back to Paris and find his daughter.,"बुचर (नोए की लघु फिल्म कार्ने से जाना जाता है) ने उस व्यक्ति की पिटाई करने के बाद कुछ समय जेल में बिताया, जिसने उसकी किशोर मानसिक रूप से विकलांग बेटी को बहकाने की कोशिश की थी। अब वह नई जिंदगी शुरू करना चाहते हैं. वह अपनी बेटी को एक संस्थान में छोड़ देता है और अपनी मालकिन के साथ लिली उपनगर में चला जाता है। उसने उससे एक नई कसाई की दुकान का वादा किया। उसने झूठ बोला. कसाई पेरिस वापस जाकर अपनी बेटी को खोजने का फैसला करता है।"
60566,"Leo Vincey, told by his dying uncle of a lost land visited 500 years ago by his ancestor, heads out with family friend Horace Holly to try to discover the land and its secret of immortality, said to be contained within a mystic fire. Picking up Tanya, a guide's daughter, in the frozen Russian arctic, they stumble upon Kor, revealed to be a hidden civilization ruled over by an immortal queen, called She, who believes Vincey is her long-lost lover John Vincey, Leo's ancestor.","ଲିଓ ଭିନ୍ସେ, ତାଙ୍କ ପୂର୍ବପୁରୁଷଙ୍କ ଦ୍ 500 ାରା 500 ବର୍ଷ ପୂର୍ବେ ପରିଦର୍ଶନ କରିଥିବା ଏକ ହଜିଯାଇଥିବା ଜମିର ମାମୁଁଙ୍କ ଦ୍ told ାରା କୁହାଯାଇଛି ଯେ ପରିବାର ବନ୍ଧୁ ହୋରେସ୍ ହୋଲିଙ୍କ ସହ ମିଶି ଏହି ଭୂମି ତଥା ଏହାର ଅମରତାର ରହସ୍ୟ ଆବିଷ୍କାର କରିବାକୁ ଚେଷ୍ଟା କରିଥିଲେ, ଯାହା ଏକ ରହସ୍ୟମୟ ଅଗ୍ନି ମଧ୍ୟରେ ଅଛି ବୋଲି କହିଥିଲେ। ଫ୍ରୀଜ୍ ହୋଇଥିବା Russian ଷୀୟ ଆର୍କଟିକରେ ଜଣେ ଗାଇଡ୍ଙ୍କ daughter ିଅ ତାନିଆଙ୍କୁ ଉଠାଇ ସେମାନେ କୋର ଉପରେ umble ୁଣ୍ଟି ପଡ଼ିଲେ, ଯାହା ଏକ ଅମର ରାଣୀଙ୍କ ଦ୍ ruled ାରା ଶାସିତ ଏକ ଲୁକ୍କାୟିତ ସଭ୍ୟତା ବୋଲି ସେ ପ୍ରକାଶ କରିଥିଲେ, ଯିଏ ବିଶ୍ୱାସ କରନ୍ତି ଯେ ଭିନ୍ସି ତାଙ୍କର ଦୀର୍ଘ ଦିନର ପ୍ରେମିକ ଜନ୍ ଭିନ୍ସି, ଲିଓଙ୍କ ପୂର୍ବଜ।"
7237,No overview found.,কোন ওভারভিউ পাওয়া যায়নি.
2196,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,अराजकता तब पैदा होती है जब एक आदमी एक बेकार ब्रिटिश परिवार के हाल ही में मृत मुखिया के बारे में एक काले रहस्य को उजागर करने की कोशिश करता है।
5761,"Hannah is a recent college graduate interning at a Chicago production company. She is crushing on two writers at work, Matt and Paul, who share an office and keep her entertained. Will a relationship with one of them disrupt the delicate balance of their friendship?","হান্না শিকাগোর একটি প্রযোজনা সংস্থায় সাম্প্রতিক কলেজ স্নাতক ইন্টার্ন। তিনি কর্মক্ষেত্রে দুই লেখককে ক্রাশ করছেন, ম্যাট এবং পল, যারা একটি অফিস শেয়ার করেন এবং তাকে বিনোদন দেন। তাদের একজনের সাথে সম্পর্ক কি তাদের বন্ধুত্বের সূক্ষ্ম ভারসাম্যকে ব্যাহত করবে?"
1735,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.","पुरातत्वविद् रिक ओ'कोनेल चीन की यात्रा करते हैं, और उन्हें 2,000 साल पुराने हान राजवंश के एक सम्राट के खिलाफ खड़ा करते हैं, जो विश्व प्रभुत्व की तलाश में मृतकों में से लौटा है। इस बार, ओ'कोनेल ने तथाकथित 'ड्रैगन सम्राट' और अलौकिक शक्ति के दुरुपयोग को खत्म करने के लिए अपनी पत्नी और बेटे की मदद ली।"
186,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.","स्लेविन को गलती से शहर के सबसे बड़े आपराधिक आकाओं के बीच व्यक्तिगत युद्ध के बीच में डाल दिया गया है। निरंतर निगरानी में, स्लेविन को एक कुख्यात हत्यारे द्वारा मारे जाने से बचने की कोशिश करनी चाहिए और अपनी वर्तमान दुविधा से बाहर निकलने का एक विचार लाना चाहिए। कई उतार-चढ़ाव वाली फिल्म."
1358,"A documentary film based on the life of scientist Steven Hawking. The film explores the intimate life of Steven Hawking through him, his friends and his family, as he goes through school, is diagnosed with a degenerative disease, and discovers revolutionary theories about time, black holes, and the origin of the universe. A visually interesting and at times funny film about a extraordinary life.","वैज्ञानिक स्टीवन हॉकिंग के जीवन पर आधारित एक डॉक्यूमेंट्री फिल्म। यह फिल्म स्टीवन हॉकिंग, उनके दोस्तों और उनके परिवार के माध्यम से उनके अंतरंग जीवन की खोज करती है, जैसे ही वह स्कूल से गुजरते हैं, एक अपक्षयी बीमारी का पता चलता है, और समय, ब्लैक होल और ब्रह्मांड की उत्पत्ति के बारे में क्रांतिकारी सिद्धांतों की खोज करते हैं। एक असाधारण जीवन के बारे में एक दिलचस्प और कभी-कभी मजेदार फिल्म।"
58191,"Two reckless friends Leonardo (Adriano Celentano) and Luciano (Renato Potstsetto) are just doing whatever they want and getting into endless alterations. When one of them decides to marry, their friendship is in a crisis ...","ଦୁଇ ବେପରୁଆ ବନ୍ଧୁ ଲିଓନାର୍ଡୋ (ଆଡ୍ରିଆନୋ ସେଲେଣ୍ଟାନୋ) ଏବଂ ଲୁକିଆନୋ (ରେନାଟୋ ପୋଟଷ୍ଟେଟ୍ଟୋ) କେବଳ ଯାହା ଚାହାଁନ୍ତି ତାହା କରୁଛନ୍ତି ଏବଂ ଅସୀମ ପରିବର୍ତ୍ତନ କରୁଛନ୍ତି | ଯେତେବେଳେ ସେମାନଙ୍କ ମଧ୍ୟରୁ ଜଣେ ବିବାହ କରିବାକୁ ସ୍ଥିର କରନ୍ତି, ସେତେବେଳେ ସେମାନଙ୍କର ବନ୍ଧୁତା ସଙ୍କଟରେ ଥାଏ ..."
54328,"The story of a father's tireless love for his autistic son. A terminally ill father's attempt to teach his autistic son the necessary life skills to survive on his own before he passes away. It is also a poignant tribute to the infinite love that parents have for their children and their unending desire to take care and look after them to their best abilities, no matter the struggle, no matter the effort.","ତାଙ୍କ ଅଟିଷ୍ଟିକ୍ ପୁଅ ପାଇଁ ପିତାଙ୍କ ନିରନ୍ତର ପ୍ରେମର କାହାଣୀ | ଜଣେ ଅସୁସ୍ଥ ପିତାଙ୍କ ଅଟିଷ୍ଟିକ୍ ପୁଅକୁ ଦେହାନ୍ତ ହେବା ପୂର୍ବରୁ ନିଜେ ବଞ୍ଚିବା ପାଇଁ ଆବଶ୍ୟକ ଜୀବନ କ skills ଶଳ ଶିଖାଇବାକୁ ଚେଷ୍ଟା | ଅଭିଭାବକମାନେ ସେମାନଙ୍କ ପିଲାମାନଙ୍କ ପ୍ରତି ଥିବା ଅସୀମ ପ୍ରେମ ଏବଂ ସେମାନଙ୍କର ଯତ୍ନ ନେବାକୁ ତଥା ସେମାନଙ୍କର ସର୍ବୋତ୍ତମ ଦକ୍ଷତାର ଯତ୍ନ ନେବାକୁ ସେମାନଙ୍କର ଅବିସ୍ମରଣୀୟ ଇଚ୍ଛା, ସଂଘର୍ଷ ହେଉ, ପ୍ରୟାସ ହେଉନା କାହିଁକି ଏହା ଏକ ଦୁ ign ଖଦ ଶ୍ରଦ୍ଧାଞ୍ଜଳି |"
92681,"The Tactical Neutralization Team, or T.N.T., is a squad of elite soldiers sent on top-secret, near-suicidal missions around the world. After one of their missions ends in failure, team member Alex decides he's had enough of the special-op life and calls it quits. His commanding officer, however, doesn't want the security risk of a former member walking around, so he assigns another member of the team to hunt down Alex and retire him permanently.","ଟାକ୍ଟିକାଲ୍ ନ୍ୟୁଟ୍ରାଲାଇଜେସନ୍ ଟିମ୍, କିମ୍ବା T.N.T., ସମଗ୍ର ବିଶ୍ୱରେ ଶୀର୍ଷ-ଗୁପ୍ତ, ଆତ୍ମହତ୍ୟା ଅଭିଯାନରେ ପଠାଯାଇଥିବା ଅଭିଜ୍ soldiers ସ soldiers ନିକମାନଙ୍କର ଏକ ଦଳ | ସେମାନଙ୍କର ଗୋଟିଏ ମିଶନ ବିଫଳତାରେ ସମାପ୍ତ ହେବା ପରେ, ଦଳର ସଦସ୍ୟ ଆଲେକ୍ସ ନିଷ୍ପତ୍ତି ନିଅନ୍ତି ଯେ ସେ ସ୍ପେଶାଲ୍ ଅପ୍ ଜୀବନରେ ଯଥେଷ୍ଟ ଅଛନ୍ତି ଏବଂ ଏହାକୁ ଛାଡିବାକୁ ଡାକନ୍ତି | ତାଙ୍କର କମାଣ୍ଡିଂ ଅଫିସର, ଜଣେ ପୂର୍ବତନ ସଦସ୍ୟଙ୍କ ବୁଲିବାର ସୁରକ୍ଷା ବିପଦ ଚାହୁଁନାହାଁନ୍ତି, ତେଣୁ ସେ ଦଳର ଅନ୍ୟ ଜଣେ ସଦସ୍ୟଙ୍କୁ ଆଲେକ୍ସଙ୍କୁ ଶିକାର କରିବା ଏବଂ ତାଙ୍କୁ ସ୍ଥାୟୀ ଭାବରେ ଅବସର ନେବାକୁ ନ୍ୟସ୍ତ କରିଛନ୍ତି।"
1255,"Gang-du is a dim-witted man working at his father's tiny snack bar near the Han River. One day, Gang-du's one and only daughter Hyun-seo comes back from school irritated. She is angry at her uncle, Nam-il, who visited her school as her guardian shamelessly drunk. Ignoring her father's excuses for Nam-il, Hyun-seo is soon engrossed in her aunt Nam-joo's archery tournament on TV. Meanwhile, outside of the snack bar, people are fascinated by an unidentified object hanging onto a bridge. In an instant, the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ Amid the chaos, Hyun-seo is helplessly snatched up by the creature right before Gang-du's eyes. These unforeseen circumstances render the government powerless to act. But receiving a call of help from Hyun-seo, the once-ordinary citizen Gang-du and his family are thrust into a battle with the monster to rescue their beloved Hyun-seo.","गैंग-डु एक मंदबुद्धि व्यक्ति है जो हान नदी के पास अपने पिता के छोटे स्नैक बार में काम करता है। एक दिन, गैंग-डू की इकलौती बेटी ह्यून-सियो स्कूल से चिढ़कर वापस आती है। वह अपने चाचा, नाम-इल पर क्रोधित है, जो उसके अभिभावक के रूप में शराब के नशे में उसके स्कूल आया था। नाम-इल के लिए अपने पिता के बहाने को नजरअंदाज करते हुए, ह्यून-सियो जल्द ही टीवी पर अपनी चाची नाम-जू के तीरंदाजी टूर्नामेंट में तल्लीन हो जाती है। इस बीच, स्नैक बार के बाहर, लोग एक पुल पर लटकी हुई एक अज्ञात वस्तु पर मोहित हो गए। एक पल में, वस्तु खुद को एक भयानक प्राणी के रूप में प्रकट करती है जो नदी के किनारे को खून के भीषण समुद्र में बदल देती है¡¦ अराजकता के बीच, ह्यून-सियो को गैंग-डू की आंखों के ठीक सामने प्राणी द्वारा असहाय रूप से छीन लिया जाता है। ये अप्रत्याशित परिस्थितियाँ सरकार को कार्रवाई करने में शक्तिहीन बना देती हैं। लेकिन ह्यून-सियो से मदद की पुकार पाकर, एक समय का सामान्य नागरिक गैंग-डू और उसका परिवार अपने प्रिय ह्यून-सियो को बचाने के लिए राक्षस के साथ लड़ाई में उतर जाते हैं।"
575,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence—a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,दास एक्सपेरिमेंट एक चौंकाने वाली साइको थ्रिलर है जो इंसानों द्वारा छिपाई जाने वाली क्रूरता की क्षमता के बारे में है। इससे भी अधिक चौंकाने वाला तथ्य यह है कि यह एक वास्तविक घटना पर आधारित है - 1971 में स्टैनफोर्ड विश्वविद्यालय में एक मनोवैज्ञानिक प्रयोग जिसे समय से पहले ही रद्द कर दिया गया था जब प्रयोगकर्ताओं ने नियंत्रण खो दिया था।
426,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.","एक्रोफोबिया से पीड़ित सैन फ्रांसिस्को का एक सेवानिवृत्त जासूस एक पुराने दोस्त की पत्नी की अजीब गतिविधियों की जांच करता है, जबकि वह उसके प्रति खतरनाक रूप से जुनूनी हो जाता है।"
85,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","जब डॉ. इंडियाना जोन्स - ट्वीड-अनुकूल प्रोफेसर, जो एक प्रसिद्ध पुरातत्वविद् हैं - को सरकार द्वारा वाचा के पौराणिक सन्दूक का पता लगाने के लिए काम पर रखा जाता है, तो वह खुद को पूरे नाजी शासन के खिलाफ पाता है।"
2038,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.","चैप्पी को अपने ही हवाई अड्डे पर नशीली दवाओं की तस्करी की योजना का पता चलता है। यह पता चलता है कि पेरू के कुछ गाँव के लोगों का जीवन खतरे में है, और वह उन्हें मुक्त कराने के लिए प्राचीन हवाई जहाज और दोस्तों के साथ वहाँ उड़ान भरने का फैसला करता है।"
1875,"In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.","त्रयी की तीसरी और अंतिम कड़ी में, फैंटमस अमीरों पर मुख्य कर लगाता है और इसका पालन न करने वालों को जान से मारने की धमकी देता है।"
1627,"Director François Truffaut makes a rare on-screen appearance in one of his most unusual films. Based on a true story, the film follows the discovery of a feral child (Jean-Pierre Cargol) who's grown up wild in the forest in late-18th-century France. Truffaut plays Dr. Jean Itard, the deaf specialist who tries to civilize the boy, teaching him to walk, speak and read; the screenplay was adapted from Itard's writings.","निर्देशक फ़्रांस्वा ट्रूफ़ोट अपनी सबसे असामान्य फ़िल्मों में से एक में दुर्लभ ऑन-स्क्रीन उपस्थिति दर्ज कराते हैं। सच्ची कहानी पर आधारित, यह फिल्म एक जंगली बच्चे (जीन-पियरे कारगोल) की खोज पर आधारित है, जो 18वीं सदी के अंत में फ्रांस के जंगल में बड़ा हुआ था। ट्रूफ़ोट ने बधिर विशेषज्ञ डॉ. जीन इटार्ड की भूमिका निभाई है, जो लड़के को चलना, बोलना और पढ़ना सिखाकर सभ्य बनाने की कोशिश करता है; पटकथा इटार्ड के लेखन से अनुकूलित की गई थी।"
