common_movie_id,overview,translated_overview,overview converted using google translate,,0 or 1
48678,"The wickedly funny story of three sisters' coming of age in a wildly dysfunctional family, set against the backdrop of the 60's, free love, the Cold War, LSD and the dawn of feminism. Affectionately dubbed ""Little Women on acid"", this is a story about the destructive effects of secrecy and the bonds of duty between parents and their children.","ତିନି ଭଉଣୀଙ୍କ ବୟାନରେ ଆସିଥିବା ଦୁଷ୍ଟ ମଜାଳିଆ କାହାଣୀ, ଏକ ବନ୍ୟପ୍ରାଣୀ ଅସାମାଜିକ ପରିବାରରେ, 60 ଦଶକର ପୃଷ୍ଠଭୂମି, ମୁକ୍ତ ପ୍ରେମ, ଶୀତଳ ଯୁଦ୍ଧ, LSD ଏବଂ ନାରୀବାଦର ପ୍ରଭାତ ବିରୁଦ୍ଧରେ ସ୍ଥାପିତ ହୋଇଥିଲା | ସ୍ନେହପୂର୍ଣ୍ଣ ଭାବରେ ""ଏସିଡ୍ ଉପରେ ଛୋଟ ମହିଳା"" ନାମରେ ନାମିତ, ଏହା ଗୁପ୍ତତାର ବିନାଶକାରୀ ପ୍ରଭାବ ଏବଂ ପିତାମାତା ଏବଂ ସେମାନଙ୍କ ପିଲାମାନଙ୍କ ମଧ୍ୟରେ କର୍ତ୍ତବ୍ୟର ବନ୍ଧନ ବିଷୟରେ ଏକ କାହାଣୀ |","A wickedly funny tale of three sisters, set in a wildly dysfunctional family, against the backdrop of the 60s, free love, the Cold War, LSD and the dawn of feminism. Affectionately titled ""Little Women on Acid"", it is a story about the destructive effects of secrecy and the bonds of duty between parents and their children.",,0
45662,"Comet longs to be taken seriously as a full-fledged space chimp. He journeys to the fantastical Planet Malgor and bonds with the adorable alien Kilowatt, living out his ultimate fantasy. However, it's time for Comet to prove himself when the feared alien ruler Zartog takes over Mission Control! Comet must show he has the right stuff, and join fellow chimps Ham, Luna and Titan, to save the day.","ଧୂମପାନ ଏକ ପୂର୍ଣ୍ଣ ସ୍ଥାନ ସ୍ପେସ୍ ଚିମ୍ପ୍ ଭାବରେ ଗମ୍ଭୀରତାର ସହିତ ଗ୍ରହଣ କରିବାକୁ ଇଚ୍ଛା କରେ | ସେ ଚମତ୍କାର ପ୍ଲାନେଟ୍ ମଲଗୋର ଯାତ୍ରା କରନ୍ତି ଏବଂ ଆଦର୍ଶ ଚରମ କଳ୍ପନାକୁ ବଞ୍ଚାଇ ଆଦରକାରୀ ବିଦେଶୀ କିଲୋୱାଟଙ୍କ ସହିତ ବନ୍ଧନ କରନ୍ତି | ଅବଶ୍ୟ, ଭୟଭୀତ ବିଦେଶୀ ଶାସକ ଜାର୍ଟୋଗ ମିଶନ୍ କଣ୍ଟ୍ରୋଲ୍ ଦାୟିତ୍ when ଗ୍ରହଣ କଲାବେଳେ ଧୂମ ନିଜକୁ ପ୍ରମାଣ କରିବାର ସମୟ ଆସିଛି! ଧୂମପାନ ନିଶ୍ଚିତ ଭାବରେ ଦେଖାଇବ ଯେ ତାଙ୍କର ସଠିକ୍ ସାମଗ୍ରୀ ଅଛି, ଏବଂ ଦିନକୁ ବଞ୍ଚାଇବା ପାଇଁ ସାଥୀ ଚିମ୍ପ୍ସ ହାମ, ଲୁନା ଏବଂ ଟାଇଟାନରେ ଯୋଗ ଦିଅନ୍ତୁ |","Smoke longs to be taken seriously as a full-fledged space chimp. He travels to the fantastical Planet Malgor and bonds with the adorable alien Kilowatt, living out the ideal ultimate fantasy. However, when the fearsome alien ruler Zartog takes over Mission Control, it's time for Smoke to prove himself! Smoke must show that he has the right stuff, and join fellow chimps Ham, Luna, and Titan to save the day.",,0
55765,"An eccentric but faithful mafia, Chi-sung is sent to prison for his part in a gang fight. But when his parents are attacked by a rival mob and his own people take no action, he realizes that a decade of loyalty towards the gang has become futile. Determined to confront his own boss, he finds a way to escape from prison with his fellow inmates. Meanwhile, his friend Joo-joong is given the task to stop Chi-sung, forcing him to choose between the bond of friendship and loyalty towards the gang.","ଏକ ବିଚିତ୍ର କିନ୍ତୁ ବିଶ୍ୱସ୍ତ ମାଫିଆ, ଚି-ଗୀତ ଏକ ଗ୍ୟାଙ୍ଗ ଲ fight େଇରେ ଅଂଶଗ୍ରହଣ କରି ଜେଲକୁ ପଠାଯାଏ | କିନ୍ତୁ ଯେତେବେଳେ ତାଙ୍କ ପିତାମାତାଙ୍କୁ ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ ମାଓବାଦୀମାନେ ଆକ୍ରମଣ କରନ୍ତି ଏବଂ ତାଙ୍କ ଲୋକମାନେ କ action ଣସି ପଦକ୍ଷେପ ନ ନିଅନ୍ତି, ସେତେବେଳେ ସେ ଅନୁଭବ କଲେ ଯେ ଏହି ଗ୍ୟାଙ୍ଗ ପ୍ରତି ବିଶ୍ୱସ୍ତତାର ଏକ ଦଶନ୍ଧି ବ୍ୟର୍ଥ ହୋଇଛି। ନିଜ ମାଲିକଙ୍କ ସହ ମୁହାଁମୁହିଁ ହେବାକୁ ସ୍ଥିର କରି ସେ ନିଜ ସହକର୍ମୀମାନଙ୍କ ସହ ଜେଲରୁ ରକ୍ଷା ପାଇବା ପାଇଁ ଏକ ଉପାୟ ଖୋଜନ୍ତି | ଏହି ସମୟରେ, ତାଙ୍କ ବନ୍ଧୁ ଜୋ-ଜୋଙ୍ଗଙ୍କୁ ଚି-ଗୀତକୁ ବନ୍ଦ କରିବା ପାଇଁ ଦାୟିତ୍। ଦିଆଯାଇଛି, ଯାହା ତାଙ୍କୁ ବନ୍ଧୁତ୍ୱର ବନ୍ଧନ ଏବଂ ଗ୍ୟାଙ୍ଗ ପ୍ରତି ବିଶ୍ୱସ୍ତତା ମଧ୍ୟରେ ବାଛିବାକୁ ବାଧ୍ୟ କରିଥାଏ |","A strange but loyal mobster, Chi-sung is sent to prison after participating in a gang fight. But when his parents are attacked by rival mobsters and his men take no action, he realizes that a decade of loyalty to the gang has been in vain. Determined to confront his boss, he and his colleagues find a way to escape prison. Meanwhile, his friend Jo-jong is tasked with stopping Chi-sung, forcing him to choose between the bonds of friendship and loyalty to the gang.",,0
4706,"Remake of Alfred Hitchcock's 1938 classic. On the eve of the Second World War, a train carrying an assortment of passengers, pulls out of a small town in Bavaria. When one of the passengers, a kindly old lady, mysteriously disappears the other passengers are led into confrontation with the Nazis and a desperate race for freedom.","আলফ্রেড হিচককের 1938 সালের ক্লাসিকের রিমেক। দ্বিতীয় বিশ্বযুদ্ধের প্রাক্কালে, বাভারিয়ার একটি ছোট শহর থেকে যাত্রীদের নিয়ে একটি ট্রেন বের হয়। যখন একজন যাত্রী, একজন সদয় বৃদ্ধা মহিলা, রহস্যজনকভাবে অদৃশ্য হয়ে যায় তখন অন্যান্য যাত্রীদের নাৎসিদের সাথে সংঘর্ষে এবং স্বাধীনতার জন্য মরিয়া দৌড়ের দিকে পরিচালিত করা হয়।","A remake of Alfred Hitchcock's 1938 classic. On the eve of World War II, a train carrying passengers departs from a small town in Bavaria. When one passenger, a kindly old woman, mysteriously disappears, the other passengers are led into a clash with the Nazis and a desperate race for freedom.",,0
43376,"A frail priest is assigned to a small French provincial town where he slowly is able to help some wayward souls rediscover their faith in God, but must soon contend with his own realization that he is dying.","ଏକ ଦୁର୍ବଳ ପୁରୋହିତ ଏକ ଛୋଟ ଫ୍ରାନ୍ସର ପ୍ରାଦେଶିକ ସହରରେ ନିଯୁକ୍ତ ଯେଉଁଠାରେ ସେ ଧୀରେ ଧୀରେ କିଛି ପଥହୀନ ଆତ୍ମାଙ୍କୁ God ଶ୍ବରଙ୍କ ଉପରେ ବିଶ୍ faith ାସକୁ ପୁନ isc ଆବିଷ୍କାର କରିବାରେ ସାହାଯ୍ୟ କରିବାରେ ସକ୍ଷମ ଅଟନ୍ତି, କିନ୍ତୁ ଶୀଘ୍ର ସେ ନିଜେ ହୃଦୟଙ୍ଗମ କରିବାକୁ ପଡିବ ଯେ ସେ ମରୁଛନ୍ତି |","A frail priest is assigned to a small French provincial town where he is slowly able to help some wayward souls rediscover faith in God, but soon he himself must realize that he is dying.",,0
1770,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.","माइकल कोलिन्स ने 1920 के दशक में आयरिश मुक्त राज्य की स्थापना में एक महत्वपूर्ण भूमिका निभाई, लेकिन पूरी तरह से स्वतंत्र आयरिश गणराज्य बनाने की उम्मीद करने वालों द्वारा उनकी निंदा की गई।","Michael Collins played a key role in the establishment of the Irish Free State in the 1920s, but was denounced by those hoping to create a fully independent Irish republic.",,0
714,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,एक विक्षिप्त मीडिया मुगल दुनिया की महाशक्तियों को एक-दूसरे के खिलाफ खड़ा करने के लिए अंतरराष्ट्रीय घटनाओं का मंचन कर रहा है। अब 007 को इस दुष्ट मास्टरमाइंड से उसके आतंक के शासन को समाप्त करने और वैश्विक महामारी को रोकने के लिए एड्रेनालाईन-आवेशित लड़ाई में मुकाबला करना होगा।,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must confront this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent a global pandemic.,,0
1124,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","दो जादूगरों की एक रहस्यमय कहानी, जिनकी तीव्र प्रतिद्वंद्विता उन्हें जीवन भर वर्चस्व की लड़ाई में ले जाती है - खतरनाक और घातक परिणामों के साथ जुनून, धोखे और ईर्ष्या से भरी हुई।","A mysterious tale of two magicians whose intense rivalry leads them into a lifelong battle for supremacy – filled with passion, deceit and jealousy, with dangerous and deadly consequences.",,0
51540,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.","ନିକ, କୁର୍ଟ ଏବଂ ଡେଲଙ୍କ ପାଇଁ, ଏକମାତ୍ର ଜିନିଷ ଯାହା ଦ daily ନିକ ଗ୍ରାଇଣ୍ଡକୁ ଅଧିକ ସହନଶୀଳ କରିବ, ସେମାନଙ୍କର ଅସହିଷ୍ଣୁ ମାଲିକମାନଙ୍କୁ ଧୂଳିରେ ପରିଣତ କରିବା | ତ୍ୟାଗ କରିବା ଏକ ବିକଳ୍ପ ନୁହେଁ, ତେଣୁ, ଅଳ୍ପ-ଅଧିକ ପାନୀୟ ଏବଂ ଏକ ହଷ୍ଟେଲ ଏକ୍ସ-କନ୍ ର କିଛି ସନ୍ଦେହଜନକ ପରାମର୍ଶ ସହିତ, ଏହି ତିନି ବନ୍ଧୁ ନିଜ ନିଜ ନିଯୁକ୍ତିଦାତାମାନଙ୍କଠାରୁ ନିଜକୁ ମୁକ୍ତ କରିବା ପାଇଁ ଏକ ସଂକଳ୍ପବଦ୍ଧ ଏବଂ ମୂର୍ଖ ପ୍ରୁଫ୍ ଯୋଜନା ପ୍ରସ୍ତୁତ କରନ୍ତି ... ସ୍ଥାୟୀ ଭାବରେ |","For Nick, Kurt and Dale, the only thing that will make the daily grind more bearable is turning their intolerant bosses into dust. Quitting is not an option, so, with a few too many drinks and some questionable advice from a hostel ex-con, the three friends devise a determined and fool-proof plan to free themselves from their respective employers... permanently.",,0
2007,"Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves","लोरेंजो ओडोन 7 साल की उम्र तक एक सामान्य बच्चा था। उसके बाद, उसके साथ अजीब चीजें होने लगीं: उसे ब्लैकआउट, याददाश्त में कमी और अन्य अजीब मानसिक घटनाएं होने लगीं। अंततः उसे एएलडी से पीड़ित पाया गया: एक अत्यंत दुर्लभ लाइलाज अपक्षयी मस्तिष्क विकार। इस क्षेत्र में डॉक्टरों और चिकित्सा की विफलताओं से निराश होकर, ओडोन्स ने खुद को शिक्षित करना शुरू कर दिया","Lorenzo Odones was a normal child until the age of 7. After that, strange things started happening to him: blackouts, memory loss, and other strange mental phenomena. He was eventually diagnosed with ALD, an extremely rare, incurable degenerative brain disorder. Frustrated by the failures of doctors and medicine in this area, Odones began educating himself.",,0
81537,"Jan Balej's animated film Night In A City / Jedné Noci V Jednom Meste (2007) from the Czech Republic. Very little dialogue throughout, but instead a rich world of sounds and music which more than match the detailed animation and curious vignettes that create the film.","ଚେକ୍ ରିପବ୍ଲିକରୁ ଜନ ବାଲେଜଙ୍କ ଆନିମେଟେଡ୍ ଚଳଚ୍ଚିତ୍ର ନାଇଟ୍ ଇନ୍ ଏ ସିଟି / ଜେଡ୍ନେ ନୋସି ଭି ଜେଡନୋମ୍ ମେଷ୍ଟେ (2007) | ସମଗ୍ର ସମୟରେ ବହୁତ କମ୍ ସଂଳାପ, କିନ୍ତୁ ଏହା ପରିବର୍ତ୍ତେ ଧ୍ୱନି ଏବଂ ସଙ୍ଗୀତର ଏକ ସମୃଦ୍ଧ ଦୁନିଆ ଯାହାକି ଚଳଚ୍ଚିତ୍ର ସୃଷ୍ଟି କରୁଥିବା ବିସ୍ତୃତ ଆନିମେସନ୍ ଏବଂ କ urious ତୁହଳପୂର୍ଣ୍ଣ ଭିଗ୍ନେଟ୍ ସହିତ ମେଳ ଖାଇବା ଅପେକ୍ଷା ଅଧିକ |","Jan Balazs' animated film Night in a City / Zdne nosy v zednom meste (2007) from the Czech Republic. Very little dialogue throughout, but instead a rich world of sound and music that more than matches the detailed animation and curious vignettes that create the film.",,0
95004,"An acclaimed actor and his equally acclaimed actress wife, who have been married for less than a year, are already showing signs of strain in their marriage. The actor believes his wife is capable of infidelity and sets out to prove this is so. Disguising himself as the kind of man he believes she fancies (a Russian military officer), the actor woos his wife while she believes him (her husband, that is) to be out of town. The actress shows every sign of succumbing to the ""Russian's"" advances, yet the husband can never quite put the stamp of certainty on her behavior. The truth eventually reveals itself...or does it?","ଏକ ଖ୍ୟାତିସମ୍ପନ୍ନ ଅଭିନେତ୍ରୀ ଏବଂ ତାଙ୍କର ସମାନ ପ୍ରଶଂସିତ ଅଭିନେତ୍ରୀ ପତ୍ନୀ, ଯିଏକି ଏକ ବର୍ଷରୁ କମ୍ ସମୟ ଧରି ବିବାହ କରିସାରିଛନ୍ତି, ସେମାନଙ୍କ ବିବାହରେ ଷ୍ଟ୍ରେନ୍ ର ଲକ୍ଷଣ ଦେଖାଉଛନ୍ତି | ଅଭିନେତା ବିଶ୍ believes ାସ କରନ୍ତି ଯେ ତାଙ୍କ ପତ୍ନୀ ଅବିଶ୍ୱାସ କରିବାରେ ସକ୍ଷମ ଅଟନ୍ତି ଏବଂ ଏହା ପ୍ରମାଣ କରିବାକୁ ସ୍ଥିର କରନ୍ତି | ସେ ନିଜକୁ ସେହି ପ୍ରକାରର ବ୍ୟକ୍ତି ଭାବରେ ଛଦ୍ମନାମ କରି ବିଶ୍ believes ାସ କରନ୍ତି ଯେ ସେ ଜଣେ (Russian ଷର ସାମରିକ ଅଧିକାରୀ), ଅଭିନେତା ତାଙ୍କ ପତ୍ନୀଙ୍କୁ ଦୁ wo ଖ ଦେଉଛନ୍ତି ଯେତେବେଳେ ସେ ତାଙ୍କୁ (ତାଙ୍କ ସ୍ୱାମୀ ଅର୍ଥାତ୍) ସହର ବାହାରେ ବୋଲି ବିଶ୍ୱାସ କରନ୍ତି | ଅଭିନେତ୍ରୀ ""Russian ଷର"" ଅଗ୍ରଗତିକୁ ସମର୍ପଣ କରିବାର ପ୍ରତ୍ୟେକ ଚିହ୍ନ ଦେଖାନ୍ତି, ତଥାପି ସ୍ୱାମୀ ତାଙ୍କ ଆଚରଣ ଉପରେ ନିଶ୍ଚିତତାର ଷ୍ଟାମ୍ପ ଲଗାଇ ପାରିବେ ନାହିଁ | ସତ୍ୟ ଶେଷରେ ନିଜକୁ ପ୍ରକାଶ କରେ ... ନା ଏହା କରେ?","A renowned actress and her equally acclaimed actress wife, who have been married for less than a year, are showing signs of strain in their marriage. The actor believes his wife is capable of infidelity and is determined to prove it. By disguising himself as the type of person he believes he is (a Russian military officer), the actor causes his wife grief when she believes him (her husband, that is) to be out of town. The actress shows every sign of surrendering to the ""Russian"" advances, yet the husband cannot put his stamp of approval on her behavior. The truth finally reveals itself... or does it?",,0
43912,"In this version of ""Heidi,"" a young Swiss girl is sent off to boarding school at the beginning of World War I.","""ହେଡି"" ର ଏହି ସଂସ୍କରଣରେ, ପ୍ରଥମ ବିଶ୍ୱଯୁଦ୍ଧ ଆରମ୍ଭରେ ଜଣେ ସ୍ୱିସ୍ girl ିଅ ବୋର୍ଡିଂ ସ୍କୁଲକୁ ପଠାଯାଇଥିଲା |","In this version of ""Heidi,"" a Swiss girl is sent to boarding school at the beginning of World War I.",,0
43391,"The CIA sends playboy Mike Trent to Alaska with agent Vee Langley, posing as his ""nurse,"" to investigate flying saucer sightings. At first, installed in a hunting lodge, the two play in the wilderness. But then they sight a saucer. Investigating, our heroes clash with an inept gang of Soviet spies, also after the saucer secret.","ଫ୍ଲାଇଙ୍ଗ୍ ସସ୍ ଦୃଶ୍ୟର ଅନୁସନ୍ଧାନ ପାଇଁ ସିବିଆଇ ଏଜେଣ୍ଟ୍ ଭି ଲାଙ୍ଗଲିଙ୍କ ସହ ପ୍ଲେ-ବାଇ ମାଇକ୍ ଟ୍ରେଣ୍ଟଙ୍କୁ ଆଲାସ୍କାକୁ ପଠାଇଥାଏ | ପ୍ରଥମେ ଏକ ଶିକାର ଲଜରେ ସ୍ଥାପିତ ହୋଇ ଦୁହେଁ ମରୁଭୂମିରେ ଖେଳନ୍ତି | କିନ୍ତୁ ତା’ପରେ ସେମାନେ ଏକ ସସ୍ ଦେଖନ୍ତି | ଅନୁସନ୍ଧାନ କରି, ଆମର ହିରୋମାନେ ସୋଭିଏତ ଗୁପ୍ତଚରମାନଙ୍କର ଏକ ଅପାରଗ ଗ୍ୟାଙ୍ଗ ସହିତ ସଂଘର୍ଷ କରନ୍ତି |","The CBI sends playboy Mike Trent to Alaska with Agent V. Langley to investigate a flying saucer sighting. At first set up at a hunting lodge, the two play in the wilderness. But then they spot a saucer. Investigating, our heroes clash with an inept gang of Soviet spies.",,0
920,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.","सफल होने के लिए प्रेरित एक आकर्षक रेस कार, लाइटनिंग मैकक्वीन को पता चलता है कि जीवन यात्रा के बारे में है, न कि अंतिम रेखा के बारे में, जब वह रेडिएटर स्प्रिंग्स के नींद वाले रूट 66 शहर में अप्रत्याशित रूप से खुद को भटकता हुआ पाता है। दो अनुभवी पेशेवरों के खिलाफ प्रतिस्पर्धा करने के लिए कैलिफ़ोर्निया में बड़ी पिस्टन कप चैम्पियनशिप के लिए देश भर में यात्रा करते समय, मैक्क्वीन को शहर के अनोखे चरित्रों के बारे में पता चलता है।","Lightning McQueen, a dashing race car driven to succeed, discovers that life is about the journey, not the finish line, when he unexpectedly finds himself stranded in the sleepy Route 66 town of Radiator Springs. While traveling across the country to the big Piston Cup Championship in California to compete against two seasoned professionals, McQueen gets to know the town's unique characters.",,0
8222,"High Heels is a murder mystery comedy centering on flamboyant actress Becky del Paramo and her daughter Rebecca, a television anchorwoman. After being estranged for 15 years, Becky re-enters Rebecca's life when she comes to perform a concert.  Rebecca, she finds, is now married to one of Becky's ex-lovers, Manuel. The mother and daughter begin making up for lost time, when suddenly, a murder occurs...","হাই হিলস হল একটি খুনের রহস্য কমেডি যাকে কেন্দ্র করে চমকপ্রদ অভিনেত্রী বেকি ডেল প্যারামো এবং তার মেয়ে রেবেকা, একজন টেলিভিশন অ্যাঙ্করওম্যান। 15 বছর বিচ্ছিন্ন থাকার পর, বেকি রেবেকার জীবনে পুনরায় প্রবেশ করে যখন সে একটি কনসার্ট করতে আসে।  রেবেকা, সে খুঁজে পায়, এখন বেকির প্রাক্তন প্রেমিক ম্যানুয়েলকে বিয়ে করেছে। মা ও মেয়ে হারিয়ে যাওয়া সময়ের জন্য মেকআপ করা শুরু করে, যখন হঠাৎ, একটি হত্যাকাণ্ড ঘটে ...","High Heels is a murder mystery comedy centered on the stunning actress Becky Del Paramo and her daughter Rebecca, a television anchorwoman. After 15 years of separation, Becky re-enters Rebecca's life when she arrives to perform at a concert. Rebecca, she finds, is now married to Becky's ex-boyfriend Manuel. Mother and daughter begin to make up for lost time, when suddenly, a murder occurs...",,0
1608,"Jimmy Muir comes from a typical gritty, northern town where there are only two options: working down the pit or in a factory. But Jimmy has other ideas - he dreams of becoming a professional footballer. Confronted by a bitter and unsupportive father, hard drinking friends and a lifetime of bad habits...has Jimmy the will to achieve his ultimate goal?","जिमी मुइर एक विशिष्ट किरकिरा, उत्तरी शहर से आते हैं जहां केवल दो विकल्प हैं: गड्ढे में काम करना या किसी कारखाने में काम करना। लेकिन जिमी के पास अन्य विचार हैं - वह एक पेशेवर फुटबॉलर बनने का सपना देखता है। एक कड़वे और असमर्थ पिता, शराब पीने वाले दोस्तों और जीवन भर बुरी आदतों का सामना करने के बाद...क्या जिमी में अपने अंतिम लक्ष्य को हासिल करने की इच्छाशक्ति है?","Jimmy Muir comes from a typical, gritty northern town where there are only two options: working in a pit or working in a factory. But Jimmy has other ideas – he dreams of becoming a professional footballer. After facing a bitter and unsupportive father, drinking friends, and a lifetime of bad habits… does Jimmy have the willpower to achieve his ultimate goal?",,0
421,Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,"वेस एंडरसन की तीक्ष्ण विचित्र कॉमेडी में 'द रॉयल टेनेनबाम्स' जैसे जटिल पात्रों का निर्माण किया गया है, जिसमें बिल मरे प्रमुख भूमिका में हैं। एक समुद्री साहसिक वृत्तचित्र फिल्म निर्माता ज़िसौ को सभी कल्पनीय जीवन स्थितियों और एक कठिन जीवन संकट में डाल दिया जाता है क्योंकि वह उस प्राणी को पकड़ने के बारे में एक नई फिल्म बनाने का प्रयास करता है जिससे उसे दर्द होता है।","Wes Anderson's sharply quirky comedy features complex characters like those of ""The Royal Tenenbaums,"" starring Bill Murray. Zissou, a marine adventure documentary filmmaker, is thrown into every imaginable life situation and a difficult life crisis as he attempts to make a new film about capturing the creature that causes him pain.",,0
27899,"A small-time hood shoots his way to the top, but how long can he stay there?","একটি ছোট-সময়ের হুড শীর্ষে তার পথ গুলি করে, কিন্তু সে সেখানে কতক্ষণ থাকতে পারে?","A small-time hood shoots his way to the top, but how long can he stay there?",,1
77561,"Set in 2041, humans of planet Earth now live side-by-side with androids. A well-known cybernetic engineer, Alex Garel, is tasked with an assignment to create a robot in the form of a human child. He returns home to begin his work and finds that his childhood love Lana has married his brother David. Their daughter Eva seems to possess a superior intelligence and powerful charisma that immediately captivates Alex. Looking for inspiration, Alex asks Eva to be the muse of the new robot, which challenges everything Alex ever thought he knew about robots and humans alike.","2041 ମସିହାରେ ସ୍ଥାପିତ ହୋଇଥିଲା, ପୃଥିବୀ ଗ୍ରହର ମଣିଷମାନେ ବର୍ତ୍ତମାନ ଆଣ୍ଡ୍ରଏଡ୍ ସହିତ ପାର୍ଶ୍ୱରେ ରୁହନ୍ତି | ଜଣେ ଜଣାଶୁଣା ସାଇବରନେଟିକ୍ ଇଞ୍ଜିନିୟର ଆଲେକ୍ସ ଗାରେଲଙ୍କୁ ମାନବ ଶିଶୁ ରୂପରେ ରୋବଟ୍ ତିଆରି କରିବା ପାଇଁ ଏକ ଦାୟିତ୍। ଦିଆଯାଇଛି। ସେ କାମ ଆରମ୍ଭ କରିବା ପାଇଁ ଘରକୁ ଫେରି ପାଇଲେ ଯେ ତାଙ୍କ ପିଲାଦିନର ପ୍ରେମ ଲାନା ତାଙ୍କ ଭାଇ ଦାଉଦଙ୍କୁ ବିବାହ କରିଛନ୍ତି | ସେମାନଙ୍କର daughter ିଅ ଇଭା ଏକ ଉନ୍ନତ ବୁଦ୍ଧି ଏବଂ ଶକ୍ତିଶାଳୀ ଚରିତ୍ର ଥିବା ପରି ମନେହୁଏ ଯାହା ତୁରନ୍ତ ଆଲେକ୍ସଙ୍କୁ ଆକର୍ଷିତ କରିଥାଏ | ପ୍ରେରଣା ଖୋଜୁ, ଆଲେକ୍ସ ଇଭାଙ୍କୁ ନୂତନ ରୋବଟ୍ର ମ୍ୟୁଜ୍ ହେବାକୁ କୁହନ୍ତି, ଯାହା ଆଲେକ୍ସ କେବେ ଭାବିଥିଲେ ଯେ ସେ ରୋବଟ୍ ଏବଂ ମଣିଷ ବିଷୟରେ ଜାଣିଥିଲେ |","Set in the year 2041, humans on planet Earth now live side by side with androids. Alex Garrel, a renowned cybernetic engineer, is given a task to create robots in the form of human children. He returns home to begin work to find that his childhood sweetheart Lana has married his brother David. Their daughter Eva seems to have a superior intelligence and strong character that immediately attracts Alex. Seeking inspiration, Alex asks Eva to be the muse for the new robot, which Alex never thought he knew about robots and humans.",,0
550,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","एक टिक-टिक-टाइम-बम अनिद्रा रोगी और एक फिसलन भरा साबुन विक्रेता आदिम पुरुष आक्रामकता को चिकित्सा के एक चौंकाने वाले नए रूप में बदल देता है। उनकी अवधारणा हर शहर में भूमिगत ""लड़ाई क्लब"" के गठन के साथ आगे बढ़ती है, जब तक कि कोई सनकी रास्ते में नहीं आ जाता है और गुमनामी की ओर एक अनियंत्रित सर्पिल को प्रज्वलित कर देता है।","A ticking-time-bomb insomniac and a slippery soap salesman transform primitive male aggression into a startling new form of therapy. Their concept takes off, with underground ""fight clubs"" forming in every city, until a freak gets in the way and ignites an uncontrolled spiral toward oblivion.",,0
307,"Open City is a landmark in film history. Filmed in secrecy during the Nazi occupation of Italy, the film shows a realistic portrayal of the underground resistance in Italy in 1945. The film has strong impacting imagery with it’s mix of fiction and reality that strengthened Italian Neo-realism and the film industry.",ओपन सिटी फिल्म इतिहास में एक मील का पत्थर है। इटली पर नाजी कब्जे के दौरान गोपनीयता से फिल्माई गई यह फिल्म 1945 में इटली में भूमिगत प्रतिरोध का यथार्थवादी चित्रण करती है। फिल्म में कल्पना और वास्तविकता के मिश्रण के साथ मजबूत प्रभावशाली कल्पना है जिसने इतालवी नव-यथार्थवाद और फिल्म उद्योग को मजबूत किया है।,"Open City is a milestone in film history. Filmed in secrecy during the Nazi occupation of Italy, it provides a realistic portrayal of the underground resistance in Italy in 1945. The film's powerful imagery, with its blend of fantasy and reality, bolstered Italian neo-realism and the film industry.",,0
