common_movie_id,overview,translated_overview
31410,"The movie's main storyline follows the life of Otík, a mentally retarded young man, in a tight-knit village community. The sweet-tempered Otík works as an assistant truck driver with Mr. Pávek, his older colleague and practical-minded neighbor. Pávek's family takes care of Otík, whose parents are dead. However, the two coworkers become at odds over Otík's inability to perform even the simplest tasks. Pávek demands that Otík be transferred to assist another driver, who happens to be a choleric and suspicious man named Turek (Turk in Czech). Rather than work with Turek, Otík decides to accept an offer of employment in Prague, but finds he does not fit in to the city life. After discovering that the transfer of Otík to Prague was a trick by a crooked politician to get a deal on Otík's large inherited house, Pávek agrees to give Otík a second chance and retrieves him from the city to resume their work together.","ଚଳଚ୍ଚିତ୍ରର ମୁଖ୍ୟ କାହାଣୀଟି ଏକ ଘନିଷ୍ଠ ଗ୍ରାମ ସମ୍ପ୍ରଦାୟରେ ମାନସିକ ବିକୃତ ଯୁବକ ଓଟିକ୍ଙ୍କ ଜୀବନକୁ ଅନୁସରଣ କରେ | ମଧୁର ସ୍ୱଭାବର ଓଟିକ୍ ତାଙ୍କ ବଡ଼ ସହକର୍ମୀ ତଥା ବ୍ୟବହାରିକ ମନୋଭାବ ପଡୋଶୀ ଶ୍ରୀ ପାଭେକ୍ଙ୍କ ସହ ସହକାରୀ ଟ୍ରକ୍ ଡ୍ରାଇଭର ଭାବରେ କାର୍ଯ୍ୟ କରନ୍ତି | ପାଭେକଙ୍କ ପରିବାର Otík ର ଯତ୍ନ ନିଅନ୍ତି, ଯାହାର ପିତାମାତା ମରିଛନ୍ତି | ତଥାପି, ଦୁଇ ସହକର୍ମୀ ଓଟିକ୍ଙ୍କ ସରଳ କାର୍ଯ୍ୟ ମଧ୍ୟ କରିବାରେ ଅସମର୍ଥତାକୁ ନେଇ ବିବାଦ ଘେରରେ ରହିଲେ | ପାଭେକ୍ ଦାବି କରିଛନ୍ତି ଯେ ଅନ୍ୟ ଡ୍ରାଇଭରକୁ ସାହାଯ୍ୟ କରିବା ପାଇଁ ଓଟିକ୍କୁ ସ୍ଥାନାନ୍ତର କରାଯାଉ, ଯିଏକି ତୁରେକ୍ ନାମକ ଜଣେ କୋଲେରିକ୍ ଏବଂ ସନ୍ଦେହଜନକ ବ୍ୟକ୍ତି (ଚେକରେ ତୁର୍କ) | ତୁରେକ ସହିତ କାମ କରିବା ପରିବର୍ତ୍ତେ, ଓଟିକ୍ ପ୍ରାଗରରେ ରୋଜଗାରର ଏକ ଅଫର ଗ୍ରହଣ କରିବାକୁ ନିଷ୍ପତ୍ତି ନେଇଛନ୍ତି, କିନ୍ତୁ ସେ ସହର ଜୀବନରେ ଖାପ ଖାଉ ନାହାଁନ୍ତି ବୋଲି ଜାଣିଛନ୍ତି | ଓଟିକ୍କୁ ପ୍ରାଗାକୁ ସ୍ଥାନାନ୍ତର କରିବା ଏକ କୁଟିଳ ରାଜନେତାଙ୍କ ଦ୍ Ot ାରା ଓଟିକର ବୃହତ ଉତ୍ତରାଧିକାରୀ ଗୃହରେ ଚୁକ୍ତି କରିବା ପାଇଁ ଏକ କ ick ଶଳ ବୋଲି ଆବିଷ୍କାର କରିବା ପରେ ପାଭେକ୍ ଓଟିକ୍ଙ୍କୁ ଦ୍ୱିତୀୟ ସୁଯୋଗ ଦେବାକୁ ରାଜି ହୋଇଥିଲେ ଏବଂ ଏକତ୍ର କାର୍ଯ୍ୟ ଆରମ୍ଭ କରିବା ପାଇଁ ତାଙ୍କୁ ସହରରୁ ଉଦ୍ଧାର କରିଥିଲେ।"
2284,"Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium, the strangest, most fantastic, most wonderful toy store in the world. But when Mr. Magorium bequeaths the store to her, a dark and ominous change begins to take over the once remarkable Emporium.","मौली महोनी मिस्टर मैगोरियम के वंडर एम्पोरियम की अजीब और असुरक्षित प्रबंधक हैं, जो दुनिया की सबसे अजीब, सबसे शानदार, सबसे अद्भुत खिलौनों की दुकान है। लेकिन जब मिस्टर मैगोरियम ने उसे स्टोर सौंप दिया, तो एक बार उल्लेखनीय एम्पोरियम पर एक अंधेरा और अशुभ परिवर्तन शुरू हो गया।"
1817,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.","न्यूयॉर्क के एक चतुर प्रचारक ने, जो फोन बूथ में बज रहे रिसीवर को उठाता है, कहा जाता है कि यदि उसने फोन काट दिया, तो उसे मार दिया जाएगा... और लेजर राइफल की दृष्टि से छोटी लाल रोशनी इस बात का सबूत है कि फोन करने वाला मजाक नहीं कर रहा है।"
2004,"In Hamburg, Ibrahim ""Ibo"" Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now, he makes commercials for his uncle's kebab restaurant. Titzie, an aspiring actress and Ibo's German girlfriend, finds she's pregnant. Ibo is uncertain about fatherhood - compounded by his father's disowning him for getting a German girl pregnant - so Titzie sends him packing. He makes attempts at getting it right, but as the birth approaches, he's still not ready. In the background are three thugs in search of good tripe soup and a Capulet-Montegue feud between the kebab joint and a Greek taverna across the street. Can Ibo be the glove upon that hand?","हैम्बर्ग में, तुर्की मूल के इब्राहिम ""इबो"" सेकमेज़, पहली जर्मन कुंग-फू फिल्म का निर्देशन करना चाहते हैं। फिलहाल, वह अपने चाचा के कबाब रेस्तरां के लिए विज्ञापन बनाता है। टिट्ज़ी, एक महत्वाकांक्षी अभिनेत्री और इबो की जर्मन प्रेमिका, को पता चलता है कि वह गर्भवती है। इबो पिता बनने के बारे में अनिश्चित है - एक जर्मन लड़की के गर्भवती होने के कारण उसके पिता द्वारा उसे अस्वीकार करने से स्थिति और भी जटिल हो गई है - इसलिए टिट्ज़ी उसे पैकिंग के लिए भेजता है। वह इसे ठीक करने का प्रयास करता है, लेकिन जैसे-जैसे जन्म करीब आता है, वह अभी भी तैयार नहीं होता है। पृष्ठभूमि में तीन ठग अच्छे ट्रिप सूप की तलाश में हैं और सड़क के पार कबाब जॉइंट और ग्रीक टैवेर्ना के बीच कैपुलेट-मोंटेग्यू झगड़ा है। क्या इबो उस हाथ का दस्ताना हो सकता है?"
2176,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.","रूबी और उसके छोटे भाई रेट के माता-पिता के एक कार दुर्घटना में मारे जाने के बाद, उनके माता-पिता के सबसे अच्छे दोस्त, एरिन और टेरी ग्लास, उनके अभिभावक बन गए। बच्चे ऐश्वर्य की दुनिया और कैलिफ़ोर्निया की मौज-मस्ती के वादे सुनते हैं - उन्हें बस ग्लासेज़ के गेट वाले घर में जाना है। हालाँकि, बहुत पहले ही रूबी को संदेह हो गया था कि एरिन और टेरी उतने आदर्श अभिभावक नहीं हो सकते हैं जितने वे प्रतीत होते थे।"
33558,"In the crime world of Colombia, there is an unwritten code. When Víctor and Eusebio, two hoods who bungle a shake-down job, break that code, they unwittingly sign their own death sentence.","କଲମ୍ବିଆର ଅପରାଧ ଦୁନିଆରେ ଏକ ଅବିଭକ୍ତ କୋଡ୍ ଅଛି | ଯେତେବେଳେ ଭିକ୍ଟର ଏବଂ ଇଉସେବିଓ, ଦୁଇଟି ହୁଡ୍, ଯେଉଁମାନେ ଏକ ଶକ୍-ଡାଉନ୍ ଚାକିରି ବାନ୍ଧନ୍ତି, ସେହି କୋଡ୍ ଭାଙ୍ଗନ୍ତି, ସେମାନେ ଜାଣିଶୁଣି ନିଜ ମୃତ୍ୟୁ ଦଣ୍ଡରେ ଦସ୍ତଖତ କରନ୍ତି |"
236,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.","म्यूरियल वेडिंग पी.जे. होगन की पहली फिल्म है। एक बेरोजगार महिला की एक हास्यप्रद मुक्ति की कहानी जो एक सपने देखने वाली महिला से एक आत्मनिर्भर सफल महिला बन जाती है। एक मनोरंजक कॉमेडी जो मज़ेदार, मूर्खतापूर्ण, क्रोधपूर्ण और गंभीर है।"
1370,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.","युद्ध ने रेम्बो पर अपना प्रभाव डाला है, लेकिन अंततः उसे एक मठ में आंतरिक शांति मिलनी शुरू हो गई है। जब रेम्बो का मित्र और संरक्षक कर्नल ट्रौटमैन अफगानिस्तान के एक शीर्ष गुप्त मिशन पर उसकी मदद मांगता है, तो रेम्बो मना कर देता है, लेकिन ट्रौटमैन के पकड़े जाने पर उसे पुनर्विचार करना पड़ता है।"
1364,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.","विभिन्न जिंदगियां एक अलग द्वीप पर एकत्रित होती हैं, सभी एक लेखक द्वारा जुड़ी हुई हैं जिसका उपन्यास उसके अपने जीवन के साथ अभिन्न रूप से जुड़ गया है।"
2061,A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,एक ड्रग तस्कर तब और अधिक हताश हो जाता है जब एक असफल सौदे के कारण उस पर एक क्रूर ड्रग माफिया का भारी कर्ज चढ़ जाता है।
27022,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.","বালথাজার ব্লেক আধুনিক ম্যানহাটনের একজন মাষ্টার যাদুকর তার আর্ক-নিমেসিস ম্যাক্সিম হরভাথ থেকে শহরকে রক্ষা করার চেষ্টা করছেন। বালথাজার একা এটা করতে পারে না, তাই সে ডেভ স্টুলারকে নিয়োগ করে, একজন আপাতদৃষ্টিতে গড়পড়তা লোক যে লুকানো সম্ভাবনা প্রদর্শন করে, তার অনিচ্ছুক অভিভাবক হিসেবে। যাদুকর তার অনিচ্ছুক সহযোগীকে যাদুবিদ্যার শিল্প এবং বিজ্ঞানে একটি ক্র্যাশ কোর্স দেয় এবং একসাথে, এই অসম্ভাব্য অংশীদাররা অন্ধকারের শক্তিকে থামাতে কাজ করে।"
40826,"While in Havana, a musician gets involved with a crippled man and his beautiful wife... with deadly results.",ହାଭାନାରେ ଥିବାବେଳେ ଜଣେ ସଂଗୀତଜ୍ଞ ଏକ ପଙ୍ଗୁ ପୁରୁଷ ଏବଂ ତାଙ୍କ ସୁନ୍ଦର ପତ୍ନୀ ସହିତ ଜଡିତ ... ମାରାତ୍ମକ ଫଳାଫଳ ସହିତ |
260,"While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.","लंदन में छुट्टियों के दौरान, कनाडाई रिचर्ड हैने रहस्यमय ""39 स्टेप्स"" से संबंधित एक अंतरराष्ट्रीय जासूसी गिरोह में उलझ गए। फिर उसकी मुलाकात एजेंट एनाबेला स्मिथ से होती है, जो जल्द ही अपने अपार्टमेंट में मारा जाता है। उसे पुलिस से बचना होगा, जो हत्या के लिए उसकी तलाश कर रही है, जबकि वह प्रोफेसर जॉर्डन को देश से बाहर रहस्य भेजने से रोकने की कोशिश करता है। हैने को एक अनिच्छुक साथी पामेला द्वारा सहायता प्रदान की जाती है, जो सच्चाई का पता लगाती है।"
50794,"The Stevens think that they've won an all-expenses-paid trip to an island that's halfway around the world. When their house is destroyed, their food stolen, and their bacon eaten, the Stevens family breaks apart in front of all their friends on live national television, while the island itself is only a short distance away from Sacramento!","ଷ୍ଟିଭେନ୍ସ ଭାବନ୍ତି ଯେ ସେମାନେ ଏକ ଦ୍ୱୀପକୁ ସମଗ୍ର ଖର୍ଚ୍ଚରେ ଯାତ୍ରା କରିଛନ୍ତି ଯାହା ବିଶ୍ half ର ଅଧା ବାଟରେ ଅଛି | ଯେତେବେଳେ ସେମାନଙ୍କର ଘର ନଷ୍ଟ ହୋଇଯାଏ, ସେମାନଙ୍କର ଖାଦ୍ୟ ଚୋରି ହୁଏ ଏବଂ ସେମାନଙ୍କ ବେକନ୍ ଖିଆଯାଏ, ଷ୍ଟିଭେନ୍ସ ପରିବାର ଜୀବନ୍ତ ଜାତୀୟ ଟେଲିଭିଜନରେ ସେମାନଙ୍କର ସମସ୍ତ ସାଙ୍ଗମାନଙ୍କ ସମ୍ମୁଖରେ ଭାଙ୍ଗି ପଡ଼ନ୍ତି, ଯେତେବେଳେ ଦ୍ୱୀପ ନିଜେ ସାକ୍ରାମେଣ୍ଟୋଠାରୁ ଅଳ୍ପ ଦୂରରେ!"
4347,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.","একজন 13 বছর বয়সী হিসাবে, নবাগত লেখক ব্রায়োনি ট্যালিস যখন তার বড় বোনের প্রেমিকাকে এমন একটি অপরাধের জন্য অভিযুক্ত করেন যে তিনি করেননি তখন অনেকগুলি জীবনের গতিপথ অপরিবর্তনীয়ভাবে পরিবর্তন করে।"
71520,"Harold Gern, a successful businessman from New York who is constantly in legal trouble, is spending a holiday in Puerto Rico with his attractive wife Evelyn, whom he married “between trials”. They are joined by Martin Joyce, Harold's lawyer, who has come to discuss the latest indictment. Harold invites him along on a boat trip during which all three try out some newly bought scuba diving equipment. When they resurface, they are unable to breathe without using their scuba tanks. They climb back into their boat and find Manuel, the crewman, dead, apparently of asphyxiation. Upon rowing ashore, they enter the jungle. (from Wikipedia)","ନ୍ୟୁୟର୍କର ଜଣେ ସଫଳ ବ୍ୟବସାୟୀ ହରୋଲ୍ଡ ଗର୍ନ ଯିଏ କ୍ରମାଗତ ଭାବରେ ଆଇନଗତ ଅସୁବିଧାରେ ପଡ଼ନ୍ତି, ସେ ତାଙ୍କ ଆକର୍ଷଣୀୟ ପତ୍ନୀ ଏଭଲିନ୍ଙ୍କ ସହ ପୁଏର୍ତୋ ରିକୋରେ ଛୁଟି କଟାଉଛନ୍ତି, ଯାହାଙ୍କୁ ସେ “ପରୀକ୍ଷା ମଧ୍ୟରେ” ବିବାହ କରିଥିଲେ | ସର୍ବଶେଷ ଅଭିଯୋଗ ଉପରେ ଆଲୋଚନା କରିବାକୁ ଆସିଥିବା ହରୋଲ୍ଡଙ୍କ ଓକିଲ ମାର୍ଟିନ ଜୋଏସ୍ ସେମାନଙ୍କ ସହ ଯୋଗ ଦେଇଛନ୍ତି। ହରୋଲ୍ଡ ତାଙ୍କୁ ଏକ ଡଙ୍ଗା ଯାତ୍ରାରେ ଆମନ୍ତ୍ରଣ କରନ୍ତି ଯେଉଁଥିରେ ତିନିଜଣ ନୂତନ କିଣାଯାଇଥିବା ସ୍କୁବା ଡାଇଭିଂ ଉପକରଣ ଚେଷ୍ଟା କରିଥିଲେ | ଯେତେବେଳେ ସେମାନେ ପୁନର୍ବାର ଉଠିବେ, ସେମାନେ ସେମାନଙ୍କର ସ୍କୁବା ଟ୍ୟାଙ୍କ ବ୍ୟବହାର ନକରି ନିଶ୍ୱାସ ନେବାକୁ ଅସମର୍ଥ | ସେମାନେ ପୁନର୍ବାର ନିଜ ଡଙ୍ଗାରେ ଚ and ି ମନୁଏଲ, କ୍ରୁମ୍ୟାନ୍, ମୃତ, ବୋଧହୁଏ ଶ୍ୱାସରୁଦ୍ଧ ହୋଇଥିବାର ଦେଖିଲେ | କୂଳରେ ଗାଧୋଇବା ପରେ ସେମାନେ ଜଙ୍ଗଲରେ ପ୍ରବେଶ କରନ୍ତି | (ଉଇକିପିଡ଼ିଆରୁ)"
2661,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,डायनामिक डुओ का सामना चार सुपर-खलनायकों से होता है जो एक गुप्त आविष्कार की मदद से फिरौती के लिए दुनिया पर कब्ज़ा करने की योजना बनाते हैं जो लोगों को तुरंत निर्जलित कर देता है।
58,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","कैप्टन जैक स्पैरो भूतिया डेवी जोन्स के साथ खून के कर्ज़ से छुटकारा पाने के लिए काम करता है, वह शाश्वत दंड से बचने का भी प्रयास करता है।"
70846,"Pretty Tokyo teen Hiromi Yoshii (Asumi Miwa) and her girlfriends struggle with rivalries, clothes and boyfriends, just like any other high school clique. But out for kicks and blind to the consequences, the girls of Love &amp; Pop hide a dirty little secret. From phone booths and street corners, in department stores and restaurants, the girls practice enjo-kosai or ""compensated dating"" -- arranging liaisons with older men drawn to their evident nubile charms and schoolgirl uniform innocence.","ସୁନ୍ଦର ଟୋକିଓ କିଶୋର ହିରୋମି ୟୋଶି (ଆସୁମି ମିୱା) ଏବଂ ତାଙ୍କ ଗର୍ଲଫ୍ରେଣ୍ଡମାନେ ଅନ୍ୟ କ high ଣସି ହାଇସ୍କୁଲ୍ ଗୋଷ୍ଠୀ ପରି ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା, ପୋଷାକ ଏବଂ ପ୍ରେମିକା ସହିତ ସଂଘର୍ଷ କରନ୍ତି | କିନ୍ତୁ କିକ୍ ପାଇଁ ଏବଂ ଏହାର ପରିଣାମକୁ ଅନ୍ଧ, ପ୍ରେମ girls ିଅମାନେ & amp; ପପ୍ ଏକ ମଇଳା ଟିକିଏ ରହସ୍ୟ ଲୁଚାଏ | ଫୋନ୍ ବୁଥ୍ ଏବଂ ଷ୍ଟ୍ରିଟ୍ କୋଣରୁ, ବିଭାଗ ଷ୍ଟୋର ଏବଂ ରେଷ୍ଟୁରାଣ୍ଟରେ, ବାଳିକାମାନେ ଏଣ୍ଡୋ-କୋସାଇ କିମ୍ବା “କ୍ଷତିପୂରଣ ଡେଟିଂ” ଅଭ୍ୟାସ କରନ୍ତି - ସେମାନଙ୍କ ବୟସ୍କ ନାବାଇଲ୍ ଚମତ୍କାରତା ଏବଂ ସ୍କୁଲ୍ ଛାତ୍ର ୟୁନିଫର୍ମ ନିର୍ଦ୍ଦୋଷତା ପ୍ରତି ଆକର୍ଷିତ ବୟସ୍କ ବ୍ୟକ୍ତିଙ୍କ ସହିତ ଯୋଗାଯୋଗର ବ୍ୟବସ୍ଥା କରନ୍ତି |"
6318,"Three monks are making their way from Germany to a monastry in Italy, because they cannot afford the rent for their facility any longer.","তিনজন সন্ন্যাসী জার্মানি থেকে ইতালির একটি মঠে যাচ্ছেন, কারণ তারা আর তাদের সুবিধার জন্য ভাড়া বহন করতে পারবেন না৷"
86332,"Six people are trapped within the confines of their old high school during their 10th high school reunion with a psychotic, masked preacher who kills them off for their sinful lives they have made for themselves.","Six ଜଣ ଲୋକ ସେମାନଙ୍କର ଦଶମ ହାଇସ୍କୁଲର ପୁନ un ମିଳନ ସମୟରେ ଏକ ମନସ୍ତାତ୍ତ୍ୱିକ, ମାସ୍କେଡ୍ ପ୍ରଚାରକ ସହିତ ସେମାନଙ୍କ ପୁରାତନ ଉଚ୍ଚ ବିଦ୍ୟାଳୟର ସୀମା ମଧ୍ୟରେ ଫସି ରହିଛନ୍ତି, ଯେଉଁମାନେ ନିଜ ପାଇଁ କରିଥିବା ପାପପୂର୍ଣ୍ଣ ଜୀବନ ପାଇଁ ସେମାନଙ୍କୁ ହତ୍ୟା କରନ୍ତି |"
38304,"Serge is a long distance lorry driver between Morocco andEurope. In Tangier, he tries to reconcile with his former girlfriend, Sarah. She has refused to have anything to do with him since her mother’s death and intends to join her brother in Canada. Serge appeals to Sarah’s protector, a young Arab named Saïd, to allow him to meet up with Sarah, promising in return to smuggle Saïd into Europe...","ମୋରୋକୋ ଏବଂ ୟୁରୋପ ମଧ୍ୟରେ ସରୋଜ ଏକ ଦୂର ଦୂରାନ୍ତର ଲୋରୀ ଡ୍ରାଇଭର | ଟାଙ୍ଗିଆରରେ ସେ ତାଙ୍କର ପୂର୍ବ ଗର୍ଲଫ୍ରେଣ୍ଡ ସାରାଙ୍କ ସହ ମେଣ୍ଟ କରିବାକୁ ଚେଷ୍ଟା କରନ୍ତି | ମା’ଙ୍କ ମୃତ୍ୟୁ ପରଠାରୁ ସେ ତାଙ୍କ ସହ କିଛି କରିବାକୁ ମନା କରି ଦେଇଛନ୍ତି ଏବଂ କାନାଡାରେ ତାଙ୍କ ଭାଇଙ୍କ ସହ ଯୋଗଦେବାକୁ ଚାହୁଁଛନ୍ତି। ସାରାଙ୍କ ରକ୍ଷକ, ସାଦ ନାମକ ଜଣେ ଯୁବକ ଆରବଙ୍କୁ ନିବେଦନ କରିଛନ୍ତି ଯେ ତାଙ୍କୁ ସାରାଙ୍କ ସହ ସାକ୍ଷାତ କରିବାକୁ ଅନୁମତି ଦେଇଛନ୍ତି, ସାଦଙ୍କୁ ୟୁରୋପରେ ଚୋରା ଚାଲାଣ କରିବାକୁ ପ୍ରତିଶୃତି ଦେଇଛନ୍ତି ..."
1874,The true story of a white South African racist whose life was profoundly altered by the black prisoner he guarded for twenty years. The prisoner's name was Nelson Mandela.,एक श्वेत दक्षिण अफ़्रीकी नस्लवादी की सच्ची कहानी जिसका जीवन उस काले कैदी द्वारा गहराई से बदल दिया गया जिसकी उसने बीस वर्षों तक सुरक्षा की। कैदी का नाम नेल्सन मंडेला था.
54732,"Fantasy Sports is estimated to be a $4 billion industry that boasts over 30 million participants and a league for almost every sport imaginable. But for all this success, the story of the game’s inception is little known. The modern fantasy leagues can be traced back to a group of writers and academics who met at La Rotisserie Francaise in New York City to form a baseball league of their own: The Rotisserie League. The game quickly grew in popularity, and with the growing use and attractiveness of the Internet, the “founding fathers” never foresaw how their creation would take off and ultimately leave them behind. Innovative filmmakers Adam Kurland and Lucas Jansen will chronicle the early development and ultimate explosion of Rotisserie Baseball, and shine a light on its mostly unnoticed innovators.","କଳ୍ପନା ସ୍ପୋର୍ଟସ ଏକ 4 ବିଲିୟନ ଡଲାରର ଶିଳ୍ପ ବୋଲି ଆକଳନ କରାଯାଇଛି ଯେଉଁଥିରେ 30 ମିଲିୟନରୁ ଅଧିକ ଅଂଶଗ୍ରହଣକାରୀ ଏବଂ ପ୍ରାୟ ସମସ୍ତ କ୍ରୀଡା ପାଇଁ ଏକ ଲିଗ୍ ଅଛି | କିନ୍ତୁ ଏହି ସମସ୍ତ ସଫଳତା ପାଇଁ, ଖେଳ ଆରମ୍ଭର କାହାଣୀ ଅଳ୍ପ ଜଣା | ଆଧୁନିକ କଳ୍ପନା ଲିଗ୍ଗୁଡ଼ିକ ଲେଖକ ଏବଂ ଶିକ୍ଷାବିତ୍ଙ୍କ ଏକ ଗୋଷ୍ଠୀର ଅନୁସନ୍ଧାନ କରାଯାଇପାରେ, ଯେଉଁମାନେ ନ୍ୟୁୟର୍କ ସହରର ଲା ରୋଟିସେରୀ ଫ୍ରାଙ୍କାଇଜ୍ ଠାରେ ଭେଟିଥିଲେ ଏବଂ ନିଜର ଏକ ବେସବଲ୍ ଲିଗ୍ ଗଠନ କରିଥିଲେ: ଦି ରୋଟିସେରୀ ଲିଗ୍ | ଖେଳ ଶୀଘ୍ର ଲୋକପ୍ରିୟତା ବ grew ଼ିଲା, ଏବଂ ଇଣ୍ଟରନେଟର ବ use ୁଥିବା ବ୍ୟବହାର ଏବଂ ଆକର୍ଷଣୀୟତା ସହିତ, “ପ୍ରତିଷ୍ଠାତା ପିତାମାନେ” ସେମାନଙ୍କର ସୃଷ୍ଟି କିପରି ବନ୍ଦ ହେବ ଏବଂ ଶେଷରେ ସେମାନଙ୍କୁ ପଛରେ ଛାଡିଦେବେ ତାହା କେବେ ମଧ୍ୟ ଭବିଷ୍ୟବାଣୀ କରିନଥିଲେ | ଅଭିନବ ଚଳଚ୍ଚିତ୍ର ନିର୍ମାତା ଆଡାମ କୁର୍ଲାଣ୍ଡ ଏବଂ ଲୁକାସ ଜାନସେନ୍ ରୋଟିସେରୀ ବେସବଲ୍ ର ପ୍ରାରମ୍ଭିକ ବିକାଶ ଏବଂ ଚରମ ବିସ୍ଫୋରଣର କାହାଣୀ କରିବେ ଏବଂ ଏହାର ଅଧିକାଂଶ ଅଜ୍ଞାତ ଉଦ୍ଭାବକମାନଙ୍କ ଉପରେ ଆଲୋକ ପ୍ରଦାନ କରିବେ |"
1961,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,बी मूवी के लीजेंड ब्रूस कैंपबेल को गलती से एविल डेड त्रयी के उनके किरदार ऐश समझ लिया गया और उन्हें ओरेगॉन के एक छोटे से शहर में एक असली राक्षस से लड़ने के लिए मजबूर किया गया।
54768,"A new kid moves into school, making enemies with the affluent societies and joining the beleaguered Science Club. But when an old potion is discovered to confer telekinetic power he gets the chance to get his own back, as well as having a bit of fun on the side.","ଏକ ନୂତନ ପିଲା ବିଦ୍ୟାଳୟକୁ ଚାଲିଯାଏ, ଧନୀ ସମାଜ ସହିତ ଶତ୍ରୁ ସୃଷ୍ଟି କରେ ଏବଂ ଅବରୋଧିତ ସାଇନ୍ସ କ୍ଲବରେ ଯୋଗ ଦେଇଥାଏ | କିନ୍ତୁ ଯେତେବେଳେ ଟେଲିକିନେଟିକ୍ ଶକ୍ତି ପ୍ରଦାନ କରିବା ପାଇଁ ଏକ ପୁରାତନ ପାତ୍ର ଆବିଷ୍କୃତ ହୁଏ, ସେତେବେଳେ ସେ ନିଜକୁ ଫେରିବାର ସୁଯୋଗ ପାଇଥାଏ, ଏବଂ ପାର୍ଶ୍ୱରେ ଟିକେ ମଜା ମଧ୍ୟ କରିଥାଏ |"
4494,"José Sirgado, filmmaker in his thirties, has completed his second film and is deeply unsatisfied for various reasons. One may be that his relationship with the film has nothing to do with what he had imagined, another may be that the heroine of his film has left a deeper mark than expected, or his break with Ana, the protagonist of his first film. On returning home he finds Ana and the heroine of his latest film. Both of them are expecting him as if nothing had happened and José, deeply altered, soon falls into temptation.","জোসে সিরগাডো, তার ত্রিশের দশকে চলচ্চিত্র নির্মাতা, তার দ্বিতীয় চলচ্চিত্রটি সম্পূর্ণ করেছেন এবং বিভিন্ন কারণে তিনি গভীরভাবে অসন্তুষ্ট। একটি হতে পারে যে ছবিটির সাথে তার সম্পর্কের সাথে তিনি যা কল্পনা করেছিলেন তার সাথে কোনও সম্পর্ক নেই, আরেকটি হতে পারে যে তার চলচ্চিত্রের নায়িকা প্রত্যাশার চেয়ে গভীর চিহ্ন রেখে গেছেন বা তার প্রথম চলচ্চিত্রের নায়ক আনার সাথে তার বিরতি। দেশে ফিরে তিনি অনা এবং তার সর্বশেষ চলচ্চিত্রের নায়িকাকে দেখতে পান। তারা দুজনেই তাকে এমনভাবে আশা করছে যেন কিছুই ঘটেনি এবং জোসে, গভীরভাবে পরিবর্তিত, শীঘ্রই প্রলোভনে পড়ে।"
542,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,"युवा पिता अमारो की परीक्षा ली जाती है। वृद्ध पिता बेनिटो की देखभाल में मदद करने के लिए उसे मैक्सिको भेजा जाता है, जब उसकी मुलाकात एक 16 वर्षीय लड़की से होती है जिसके साथ उसका अफेयर शुरू हो जाता है। पता चला कि लड़की की मां का फादर बेनिटो के साथ अफेयर चल रहा था। फादर अमारो को जल्द ही पवित्र या पापपूर्ण जीवन के बीच चयन करना होगा।"
