common_movie_id,overview,translated_overview
72386,"Iconoclast Lenny Bruce appears at San Francisco's Basin Street West in what was his next-to-last live appearance. His act that night consisted of reading allegations and transcripts from one of his several obscenity trials and then commenting on what he'd actually done or said. While there are some ""bits"" in the performance (including the prison riot with Dutch, the Warden, Father Flotski, and Sabu, the prison doctor), this is much more a social commentary on government intrusion and censorship than it is a comedy routine. (IMDb)","ଆଇକନୋକ୍ଲାଷ୍ଟ ଲେନି ବ୍ରୁସ୍ ସାନ ଫ୍ରାନ୍ସିସ୍କୋର ବେସିନ୍ ଷ୍ଟ୍ରିଟ୍ ୱେଷ୍ଟରେ ତାଙ୍କର ପରବର୍ତ୍ତୀ ଜୀବନ୍ତ ଦୃଶ୍ୟରେ ଦେଖାଯାଉଥିଲେ | ସେହି ଦିନ ରାତିରେ ତାଙ୍କର କାର୍ଯ୍ୟକଳାପ, ତାଙ୍କର ଅନେକ ଅଶ୍ଳୀଳ ପରୀକ୍ଷଣ ମଧ୍ୟରୁ ଅଭିଯୋଗ ଏବଂ ଟ୍ରାନ୍ସକ୍ରିପସନ୍ ପ reading ଼ିବା ଏବଂ ତା’ପରେ ସେ ପ୍ରକୃତରେ କ’ଣ କରିଥିଲେ କିମ୍ବା କ’ଣ କହିଥିଲେ ତାହା ଉପରେ ମନ୍ତବ୍ୟ ଦେଇଥିଲେ | ପ୍ରଦର୍ଶନରେ କିଛି ""ବିଟ୍"" ଥିବାବେଳେ (ଡଚ୍, ୱାର୍ଡେନ, ପିତା ଫ୍ଲୋଟସ୍କି ଏବଂ ଜେଲର ଡାକ୍ତର ସାବୁଙ୍କ ସହ ଜେଲ ଦଙ୍ଗା ଅନ୍ତର୍ଭୁକ୍ତ), ଏହା କମେଡି ରୁଟିନ୍ ଅପେକ୍ଷା ସରକାରୀ ଅନୁପ୍ରବେଶ ଏବଂ ସେନ୍ସର ଉପରେ ଏକ ସାମାଜିକ ମନ୍ତବ୍ୟ। (IMDb)"
2770,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...","पूरा गिरोह वापस आ गया है और पहले की तरह करीब है। वे गर्मियों को एक समुद्र तट के घर पर एक साथ बिताकर और भी करीब आने का फैसला करते हैं। वे अब तक की सबसे बड़ी पार्टी आयोजित करने का निर्णय लेते हैं, भले ही तैयारी हमेशा योजना के अनुसार न हो। खासतौर पर तब जब स्टिफ़लर, फ़िंच और जिम एक-दूसरे के इतना करीब आ जाते हैं जितना वे कभी नहीं चाहते थे और जब जिम सुपर ग्लू को लुब्रिकेंट समझने की गलती करता है..."
43708,"You slipped into my life as easily as vermouth into a glass of gin, purrs reclusive singing star Angela Arden. Arden is not only haunted by a secret, she's treated like dirt by her louse of a husband, her snoopy maid, and her petulant daughter. Only her mentally defective son and a well-endowed gigolo treat her with love and affection. Is it any wonder she takes drastic action to improve her life?","ତୁମେ ମୋ ଜୀବନରେ ଭର୍ମାଉଥ୍ ଭଳି ଏକ ଗ୍ଲାସ୍ ଜିନରେ ପଶିଗଲା, ରିକ୍ଲୁସିଭ୍ ଗାୟକ ତାରକା ଆଞ୍ଜେଲା ଆର୍ଡେନ୍ | ଆର୍ଡେନ୍ କେବଳ ଏକ ରହସ୍ୟ ଦ୍ୱାରା ହନ୍ତସନ୍ତ ନୁହଁନ୍ତି, ସେ ତାଙ୍କ ସ୍ୱାମୀଙ୍କ ସ୍ନେହୀ, ଚାକରାଣୀ ଚାକରାଣୀ ଏବଂ ତାଙ୍କ ପେଟୁଲାଣ୍ଟ daughter ିଅ ଦ୍ୱାରା ମଇଳା ପରି ବ୍ୟବହାର କରନ୍ତି | କେବଳ ତା’ର ମାନସିକ ତ୍ରୁଟିପୂର୍ଣ୍ଣ ପୁଅ ଏବଂ ଜଣେ ଭଲ ଗିଗୋଲୋ ତାଙ୍କୁ ପ୍ରେମ ଏବଂ ସ୍ନେହରେ ବ୍ୟବହାର କରେ | ଏହା କ wonder ଣସି ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଯେ ସେ ନିଜ ଜୀବନରେ ଉନ୍ନତି ଆଣିବା ପାଇଁ କଠୋର କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଗ୍ରହଣ କରନ୍ତି?"
3146,"An experimental lab animal called a gargantua escapes from his captors and is suspected to be the creature that is killing people all over the countryside. But when the gargantua from the lab appears at the same time as the evil gargantua, the two begin to battle across Japan.","गर्गेंटुआ नामक एक प्रायोगिक प्रयोगशाला जानवर अपने बंधकों से बच निकलता है और संदेह है कि यही वह प्राणी है जो पूरे ग्रामीण इलाकों में लोगों को मार रहा है। लेकिन जब प्रयोगशाला से गर्गेंटुआ दुष्ट गर्गेंटुआ के साथ ही प्रकट होता है, तो दोनों पूरे जापान में लड़ाई शुरू कर देते हैं।"
32316,A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers.,ଜଣେ ଯିହୁଦୀ-ଆମେରିକୀୟ ରାଜକୁମାରୀ ଏକ ହାର୍ଡ-କୋର୍ ହିପ୍-ହପ୍ ରେକର୍ଡ ଲେବଲ୍ ନିୟନ୍ତ୍ରଣ କରିବାକୁ ବାଧ୍ୟ ହୁଅନ୍ତି ଏବଂ ଲେବଲ୍ ର ଅନ୍ୟତମ ବିବାଦୀୟ ରାପର୍ ମଧ୍ୟରୁ ଗୋଟିଏକୁ ପୁନ rein ସ୍ଥାପିତ କରିବାକୁ ଚେଷ୍ଟା କରନ୍ତି |
8870,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.","মহাকাশচারীরা মঙ্গল গ্রহে অনুসন্ধান করে একটি মৃতপ্রায় পৃথিবীকে বাঁচানোর সমাধান খোঁজেন, শুধুমাত্র মিশনটি ভয়ঙ্করভাবে বিভ্রান্ত হওয়ার জন্য।"
3052,"New York tourist Tony Curtis falls asleep on a Southern California beach on his first night in the West and wakes up to The New Phantasmagoria--catamarans, surfers (including a dog), bodybuilders, acrobats, motorcycle chicken races, a nut fishing in the shallows . . . and Sharon Tate as a skydiver named Malibu who gives Curtis the rapture of artificial respiration when he is conked on the head by a flying surfboard.","न्यूयॉर्क के पर्यटक टोनी कर्टिस पश्चिम में अपनी पहली रात को दक्षिणी कैलिफोर्निया के समुद्र तट पर सो जाते हैं और द न्यू फैंटमसागोरिया में जागते हैं - कैटामरैन, सर्फ़र (एक कुत्ते सहित), बॉडीबिल्डर, कलाबाज़, मोटरसाइकिल चिकन रेस, उथले में मछली पकड़ने वाले नट। . . और शेरोन टेट मालिबू नाम के एक स्काइडाइवर के रूप में हैं, जो कर्टिस को कृत्रिम श्वसन का आनंद देता है जब उसके सिर पर एक उड़ने वाला सर्फ़बोर्ड टकराता है।"
6844,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.","মৃত্যু থেকে রক্ষা পেয়ে, একটি হিব্রু শিশুকে রাজপরিবারে বড় করা হয় রাজপুত্র হওয়ার জন্য। তার প্রকৃত ঐতিহ্য আবিষ্কারের পর, মোজেস হিব্রু জনগণের নেতা এবং মুক্তিদাতা হিসাবে তার ভাগ্য পুনরুদ্ধার করার জন্য একটি ব্যক্তিগত অনুসন্ধান শুরু করেন।"
3596,"Late 1960 and the world consists of feudal cities after decades of a global war and plague. 2035 and the world has been rebuilt with fantastic technology, but has progress gone too far and has man learned anything.","1960 के अंत में और दशकों के वैश्विक युद्ध और प्लेग के बाद दुनिया में सामंती शहर शामिल हो गए। 2035 और दुनिया को शानदार तकनीक के साथ फिर से बनाया गया है, लेकिन क्या प्रगति बहुत आगे बढ़ गई है और क्या मनुष्य ने कुछ भी सीखा है।"
892,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,"यह विचित्र अतियथार्थवादी ब्लैक कॉमेडी सर्वनाश के बाद के एक छोटे से काल्पनिक शहर में घटित होती है, जहां भोजन दुर्लभ है और कसाई क्लैपेट अपने ग्राहकों को खिलाने के लिए मानव मांस का उपयोग करने का भयानक व्यवसाय करता है। फिर भी जब उसकी बेटी को उसके अगले वध पीड़ित से प्यार हो जाता है तो चीजें अराजकता में बदल जाती हैं।"
118900,A young bride who comes from a rich family has a hard time adjusting to life in a boarding house with other soldiers and their wives. Her spoiled ways cause resentment from the other wives and problems with her husband.,ଏକ ଧନୀ ପରିବାରରୁ ଆସିଥିବା ଜଣେ ଯୁବତୀ ଅନ୍ୟ ସ soldiers ନିକ ଏବଂ ସେମାନଙ୍କ ପତ୍ନୀମାନଙ୍କ ସହିତ ଏକ ବୋର୍ଡିଂ ହାଉସରେ ଜୀବନକୁ ସଜାଡ଼ିବା କଷ୍ଟକର | ତା’ର ନଷ୍ଟ ହୋଇଥିବା ଉପାୟ ଅନ୍ୟ ପତ୍ନୀଙ୍କ ଉପରେ ଅସନ୍ତୋଷ ଏବଂ ସ୍ୱାମୀଙ୍କ ସହ ସମସ୍ୟା ସୃଷ୍ଟି କରେ |
3076,"Graverobbers open the grave of the Wolfman and awake him. He doesn't like the idea of being immortal and killing people when the moon is full, so he tries to find Dr. Frankenstein, in the hopes that the Dr. can cure him, but Frankenstein is dead and only his Monster is alive and this one wants to live, not to die like the Wolfman.","कब्रगाहों ने वोल्फमैन की कब्र खोली और उसे जगाया। उसे अमर होने और चंद्रमा पूर्ण होने पर लोगों को मारने का विचार पसंद नहीं है, इसलिए वह डॉ. फ्रेंकस्टीन को खोजने की कोशिश करता है, इस उम्मीद में कि डॉक्टर उसे ठीक कर सकते हैं, लेकिन फ्रेंकस्टीन मर चुका है और केवल उसका राक्षस जीवित है और यह जीना चाहता है, वोल्फमैन की तरह मरना नहीं।"
7346,"Kei (Simon Yam) is the experienced leader of a team of pickpockets — also known as ""Sparrows"" in HK slang. He enjoys a carefree lifestyle taking photos. One day a dashing beauty, Chun-Lei (Kelly Lin), suddenly appears in Kei's viewfinder. Kei is mesmerized. But behind Chun-Lei's attractive facade lies a mysterious past and a mission to set herself free.","কেই (সাইমন ইয়াম) পকেটমারদের একটি দলের অভিজ্ঞ নেতা — যাকে HK স্ল্যাং-এ ""স্প্যারো"" নামেও পরিচিত। তিনি ছবি তোলার চিন্তামুক্ত জীবনযাপন উপভোগ করেন। একদিন একজন দারুন সুন্দরী, চুন-লেই (কেলি লিন), হঠাৎ কেইয়ের ভিউফাইন্ডারে উপস্থিত হয়। কেই মন্ত্রমুগ্ধ। কিন্তু চুন-লেই-এর আকর্ষণীয় সম্মুখভাগের পিছনে রয়েছে একটি রহস্যময় অতীত এবং নিজেকে মুক্ত করার মিশন।"
4708,"The title is Adolf Hitler's question to his chief of staff Alfred Jodl on the eve of the liberation of Paris (August 25): the military governor of Paris, General Dietrich von Choltitz, had been ordered to destroy Paris rather than let it fall undamaged into the hands of the Allies, but von Choltitz disobeyed.The film follows historical events as U.S. General Dwight D. Eisenhower, head of the Allied invasion, refuses to divert troops to liberate Paris. His hand is forced by the French military leader, Philippe Leclerc, and by a Resistance uprising in the city. Von Choltitz keeps details of the uprising from the German high command in an effort to save the city being destroyed in retaliation. The film follows his turmoil as a soldier and as the man who doesn't wish to be seen by history as the cause of a beautiful city's destruction.","শিরোনামটি হল প্যারিসের মুক্তির প্রাক্কালে তার চিফ অফ স্টাফ আলফ্রেড জোডলের কাছে অ্যাডলফ হিটলারের প্রশ্ন (আগস্ট 25): প্যারিসের সামরিক গভর্নর জেনারেল ডিট্রিচ ভন চোল্টিটজকে প্যারিসকে মিত্রদের হাতে না পড়ে ধ্বংস করার নির্দেশ দেওয়া হয়েছিল, কিন্তু ফন চোল্টিটজ ঐতিহাসিক ঘটনাগুলিকে অনুসরণ করেছেন। মিত্রবাহিনীর আক্রমণের প্রধান ডোয়াইট ডি. আইজেনহাওয়ার প্যারিসকে মুক্ত করার জন্য সৈন্যদের সরাতে অস্বীকার করেন। তার হাত ফরাসি সামরিক নেতা ফিলিপ লেক্লারক এবং শহরে একটি প্রতিরোধ বিদ্রোহ দ্বারা বাধ্য হয়। ভন চোল্টিটজ প্রতিশোধে ধ্বংস হওয়া শহরটিকে বাঁচানোর প্রয়াসে জার্মান হাইকমান্ডের কাছ থেকে বিদ্রোহের বিবরণ রাখেন। ফিল্মটি একজন সৈনিক হিসাবে এবং একটি সুন্দর শহরের ধ্বংসের কারণ হিসাবে ইতিহাস দ্বারা দেখতে চায় না এমন একজন ব্যক্তি হিসাবে তার অশান্তি অনুসরণ করে।"
781,"Young blonde translator Rebecca lives with her boyfriend ski instructor Marco in a mountain villa owned by her friend, nurse Laura. Rene, local cinema projectionist, steals Marco's car and gets into a car crash with local Theo, whose daughter, after being in coma for a time, dies. Rene suffers from partial short term memory loss and starts a relationship with Laura. Meanwhile Marco is looking for the man who stole his car and Theo - for the man who killed his daughter...","युवा गोरी अनुवादक रेबेका अपने प्रेमी स्की प्रशिक्षक मार्को के साथ अपनी दोस्त नर्स लॉरा के स्वामित्व वाले पहाड़ी विला में रहती है। रेने, स्थानीय सिनेमा प्रोजेक्शनिस्ट, मार्को की कार चुराता है और स्थानीय थियो के साथ एक कार दुर्घटना में फंस जाता है, जिसकी बेटी, कुछ समय तक कोमा में रहने के बाद मर जाती है। रेने आंशिक रूप से अल्पकालिक स्मृति हानि से पीड़ित है और लौरा के साथ एक रिश्ता शुरू करता है। इस बीच मार्को उस आदमी की तलाश कर रहा है जिसने उसकी कार चुराई है और थियो - उस आदमी की तलाश कर रहा है जिसने उसकी बेटी को मार डाला..."
4523,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?","সুন্দরী রাজকন্যা গিজেলকে তার জাদুকরী, বাদ্যযন্ত্রের অ্যানিমেটেড ভূমি থেকে একজন দুষ্ট রানী নির্বাসিত করে এবং আধুনিক ম্যানহাটনের রাস্তার ভয়াবহ বাস্তবতায় নিজেকে খুঁজে পায়। এই অদ্ভুত নতুন পরিবেশের দ্বারা হতবাক যা ""আনন্দে কখনও পরে"" ভিত্তিতে কাজ করে না, গিজেল এখন বিশৃঙ্খল বিশ্বে মন্ত্রমুগ্ধের প্রয়োজনে খারাপভাবে চলে গেছে। কিন্তু যখন গিজেল তার সাহায্যের জন্য আসা একটি কমনীয় ত্রুটিপূর্ণ বিবাহবিচ্ছেদ আইনজীবীর প্রেমে পড়তে শুরু করে - যদিও তাকে ইতিমধ্যেই একটি নিখুঁত রূপকথার রাজপুত্রের প্রতিশ্রুতি দেওয়া হয়েছে - তাকে ভাবতে হবে: রোম্যান্সের গল্পের বইয়ের দৃশ্য কি বাস্তব জগতে টিকে থাকতে পারে?"
3396,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world.","एक हास्यप्रद, कटु और रहस्योद्घाटनात्मक डॉक्यूमेंट्री, जो मसखरा कार्यकर्ताओं के एक छोटे समूह पर आधारित है, क्योंकि वे टेलीविजन पर और दुनिया भर के व्यापारिक सम्मेलनों में विश्व व्यापार संगठन (डब्ल्यूटीओ) का प्रतिरूपण करने के लिए दुनिया भर में बदनामी हासिल कर रहे हैं।"
104863,"Commissioned by the San Francisco Mime Troupe as a short to be screened during intermission for its rather infamous 1965 Minstrel Show (Civil Rights from the Cracker Barrel), which assaulted racial stereotypes by wildly exaggerating them.  Scored by Steve Reich.","ସାନ ଫ୍ରାନ୍ସିସ୍କୋ ମାଇମ୍ ଟ୍ରୁପ୍ ଦ୍ Commission ାରା ଏହାର କୁଖ୍ୟାତ 1965 ମିନିଷ୍ଟ୍ରେଲ୍ ଶୋ (କ୍ରାକର ବ୍ୟାରେଲ୍ର ସିଭିଲ୍ ରାଇଟ୍ସ) ପାଇଁ ଇଣ୍ଟରମିସନ୍ ସମୟରେ ସ୍କ୍ରିନିଂ ହେବାକୁ ଏକ କ୍ଷୁଦ୍ର ଭାବରେ କମିଶନ କରାଯାଇଥିଲା, ଯାହା ଜାତିଗତ ବ ere ଷମ୍ୟକୁ ଆକ୍ରମଣ କରିଥିଲା ​​|  ଷ୍ଟିଭ୍ ରିଚଙ୍କ ଦ୍ୱାରା ସ୍କୋର୍ କରାଯାଇଛି |"
69,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.","देशी संगीत के दिग्गज जॉनी कैश के जीवन का एक इतिहास, अर्कांसस कपास फार्म में उनके शुरुआती दिनों से लेकर मेम्फिस में सन रिकॉर्ड्स के साथ प्रसिद्धि तक पहुंचने तक, जहां उन्होंने एल्विस प्रेस्ली, जेरी ली लुईस और कार्ल पर्किन्स के साथ रिकॉर्ड किया था।"
1280,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him...","एक युवक, जिसके पास एकमात्र मोटरसाइकिल है, अपना समय खाली अपार्टमेंट की तलाश में शहर में घूमने में बिताता है। एक को ढूंढने के बाद, वह कुछ समय के लिए बाहर घूमता है, अपने लिए खाने के लिए कुछ ठीक करता है, कपड़े धोता है या बदले में छोटी-मोटी मरम्मत करता है। वह हमेशा मालिकों के वापस आने से पहले जाने की कोशिश करता है लेकिन एक खाली हवेली में उसकी मुलाकात एक अमीर आदमी की प्रताड़ित पत्नी से होती है और वह उसके साथ भाग जाती है..."
1598,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.","सैम बोडेन एक छोटे शहर के कॉर्पोरेट वकील हैं। मैक्स कैडी एक टैटू गुदवाने वाला, सिगार पीने वाला, बाइबिल उद्धृत करने वाला, मानसिक रोगी बलात्कारी है। उन दोनों में क्या समान है? चौदह साल पहले, सैम मैक्स कैडी के बलात्कार मुकदमे के लिए नियुक्त एक सार्वजनिक बचावकर्ता था, और उसने एक गंभीर गलती की: उसने अपने अनपढ़ मुवक्किल से एक दस्तावेज़ छुपाया जो उसे बरी करवा सकता था। अब, पुस्तक प्रेमी कैडी को रिहा कर दिया गया है, और वह सैम बोडेन और उसके परिवार को नुकसान के बारे में एक या दो चीजें सिखाने का इरादा रखता है।"
1649,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.","मिलनसार आलसी बिल और टेड एक बार फिर एक काल्पनिक साहसिक कार्य में शामिल हो जाते हैं, जब डी नोमोलोस, एक भविष्य का खलनायक, दो लड़कों के दुष्ट रोबोट डुप्लिकेट को समाप्त करने और उन्हें बदलने के लिए भेजता है। रोबोट डबल्स वास्तव में बिल और टेड को मारने में सफल होते हैं, लेकिन दोनों जीवित भूमि पर लौटने के लिए ग्रिम रीपर को खेलों की एक श्रृंखला में चुनौती देकर, पुनर्जन्म से बचने के लिए दृढ़ हैं।"
4515,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.","রিয়েল টাইমে নব্বই মিনিটে একই সাথে তিনটি গল্প বলা হয়েছে: একজন রিপাবলিকান সিনেটর যিনি একজন রাষ্ট্রপতির আশাবাদী একজন সন্দিহান টেলিভিশন রিপোর্টারকে এক ঘন্টাব্যাপী সাক্ষাৎকার দিয়েছেন, আফগানিস্তানে বিজয়ের জন্য একটি কৌশল বর্ণনা করেছেন; আফগানিস্তানে অতর্কিত দুটি বিশেষ বাহিনী উদ্ধারের জন্য অপেক্ষা করছে যখন তালেবান বাহিনী কাছাকাছি আসছে; ক্যালিফোর্নিয়ার একটি কলেজের একজন পলি-বিজ্ঞানের অধ্যাপক একজন ছাত্রকে পুনরায় যুক্ত হওয়ার জন্য আমন্ত্রণ জানিয়েছেন৷"
1267,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.","इस एनिमेटेड साहसिक कार्य में, प्रतिभाशाली पूर्व आविष्कारक लुईस अपनी शुरुआती यादों को पुनः प्राप्त करने और यह पता लगाने के लिए एक मेमोरी स्कैनर बनाता है कि उसकी माँ ने उसे गोद लेने के लिए क्यों छोड़ दिया। लेकिन जब खलनायक बॉलर हैट गाइ मशीन चुरा लेता है, तो लुईस अपनी खोज छोड़ने के लिए तैयार हो जाता है, जब तक कि रहस्यमय विल्बर रॉबिन्सन घटनास्थल पर नहीं आ जाता, और लुईस को स्कैनर और उसकी माँ को खोजने के लिए भविष्य में ले जाता है।"
3981,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.","विज्ञापन कार्यकारी निक मार्शल वैसे ही अहंकारी हैं, लेकिन एक अराजक आदमी का क्या होता है जब वह अचानक सुन सकता है कि महिलाएं क्या सोच रही हैं? निक को पदोन्नति के लिए पास कर दिया जाता है, लेकिन एक दुर्घटना के बाद वह महिलाओं के विचारों को सुनने में सक्षम हो जाता है, वह अपनी नई प्रतिभा को अपने नए बॉस डार्सी के खिलाफ काम में लगाता है, जो उससे प्रभावित लगता है।"
36401,"Two intellectuals, a writer and a director, begin to play a mysterious psychological game in a peaceful countryside manor house during the Nazi occupation.","ଦୁଇ ବୁଦ୍ଧିଜୀବୀ, ଜଣେ ଲେଖକ ଏବଂ ନିର୍ଦ୍ଦେଶକ, ନାଜି ଦଖଲ ସମୟରେ ଏକ ଶାନ୍ତିପୂର୍ଣ୍ଣ ଗ୍ରାମାଞ୍ଚଳ ମନୋର ଘରେ ଏକ ରହସ୍ୟମୟ ମନସ୍ତାତ୍ତ୍ୱିକ ଖେଳ ଖେଳିବା ଆରମ୍ଭ କରନ୍ତି |"
1959,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.","यह फिल्म 19वीं सदी के अंत में रूसी प्रवासी और जहाज दुर्घटना में जीवित बचे एकमात्र व्यक्ति यांको गूराल और नौकर एमी फोस्टर की कहानी बताती है। जहाज़ डूबने के बाद जब यांको बीमार और भूखा होकर खेत में प्रवेश करता है, तो एमी को छोड़कर हर कोई उससे डरता है, जो बहुत दयालु है और उसकी मदद करती है। जल्द ही वह डॉ. जेम्स कैनेडी के लिए एक बेटे की तरह बन जाता है और यांको और एमी के बीच रोमांस शुरू हो जाता है।"
3597,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""","जैसे ही वे अपने हाई स्कूल स्नातक स्तर की पढ़ाई का जश्न मनाते हैं, चार दोस्त एक हिट-एंड-रन दुर्घटना में शामिल हो जाते हैं जब उनकी कार एक सुनसान सड़क पर एक पैदल यात्री को टक्कर मार देती है और जाहिर तौर पर उसकी मौत हो जाती है। उन्होंने शव को ठिकाने लगा दिया और घटना को गुप्त रखने की कसम खाई, एक साल बाद किसी ने उन्हें चेतावनी के साथ पत्र भेजना शुरू कर दिया ""मुझे पता है कि आपने पिछली गर्मियों में क्या किया था।"""
4790,"Nada, named after a gang of Spanish anarchists, is a small, confused band of French terrorists. They kidnap the American ambassador after one of his regular visits to an exclusive brothel. The gang starts to quarrel amongst themselves as to the diplomat's fate, while the police purge suspects in their attempts to destroy the Nada faction. As the violence escalates on both sides, the States and the terrorists are forced to use one another's methods in an increasingly desperate and relentless conflict.","নাদা, স্প্যানিশ নৈরাজ্যবাদীদের একটি দলের নামে নামকরণ করা হয়েছে, ফরাসি সন্ত্রাসীদের একটি ছোট, বিভ্রান্ত ব্যান্ড। তারা আমেরিকান রাষ্ট্রদূতকে একটি একচেটিয়া পতিতালয়ে নিয়মিত দেখার পর তাকে অপহরণ করে। দলটি কূটনীতিকের ভাগ্য নিয়ে নিজেদের মধ্যে ঝগড়া শুরু করে, যখন পুলিশ সন্দেহভাজনদের নাডা উপদলকে ধ্বংস করার প্রচেষ্টায় শুদ্ধ করে। উভয় পক্ষের সহিংসতা বাড়ার সাথে সাথে রাষ্ট্র এবং সন্ত্রাসীরা ক্রমবর্ধমান মরিয়া এবং নিরলস সংঘাতে একে অপরের পদ্ধতি ব্যবহার করতে বাধ্য হয়।"
5971,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,পালানোর জন্য দু'জন পালিয়ে যাওয়া কনস কেবল প্রার্থনা হল নিজেকে পুরোহিত হিসাবে ছেড়ে দেওয়া এবং সীমান্তে পুলিশ অবরোধের মধ্য দিয়ে কানাডার সুরক্ষায় চলে যাওয়া।
4266,"An innocent woman falls prey to the machinations of her abusive husband, his wealthy father, and a shady family friend.","একজন নিরপরাধ মহিলা তার নিপীড়নকারী স্বামী, তার ধনী বাবা এবং একটি ছায়াময় পারিবারিক বন্ধুর ষড়যন্ত্রের শিকার হয়।"
80469,The story of the laborer family Debruycker during the turbulent strike by Vieille Montagne in 1971.,1971 ମସିହାରେ ଭିଏଲ୍ ମୋଣ୍ଟାଗେନ୍ଙ୍କ ଅଶାନ୍ତ ଷ୍ଟ୍ରାଇକ୍ ସମୟରେ ଶ୍ରମିକ ପରିବାର ଡେବ୍ରୁଏକରଙ୍କ କାହାଣୀ |
944,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.","ज्वलनशील एक्शन फ्रैंचाइज़ी की अंतिम किस्त में, मनमौजी जासूस मार्टिन रिग्स और रोजर मुर्टो का सामना एशियाई डकैत वाह सिंग कू से होता है, जो दास व्यापार और नकली मुद्रा में अपनी पूरी जान लगा चुका है। गमशू लियो गेट्ज़ और स्मार्ट-एलेक नौसिखिए पुलिसकर्मी ली बटर्स की मदद से, रिग्स और मुर्टो का लक्ष्य कू और उसके गिरोह को खत्म करना है।"
